dataset,index,target_mode,method,view,fraction,recall,budget,gold,ceiling
vt_h2_c3,0,answer_only,FT_K1,raw,0.1,0.6538461538461539,33,26,1.0
vt_h2_c3,0,answer_only,FT_K1,raw,0.2,0.8461538461538461,66,26,1.0
vt_h2_c3,0,answer_only,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,0,answer_only,FT_K1,density,0.1,1.0,33,26,1.0
vt_h2_c3,0,answer_only,FT_K1,density,0.2,1.0,66,26,1.0
vt_h2_c3,0,answer_only,FT_K3,raw,0.05,0.5769230769230769,17,26,0.6538461538461539
vt_h2_c3,0,answer_only,FT_K3,raw,0.1,0.6538461538461539,33,26,1.0
vt_h2_c3,0,answer_only,FT_K3,raw,0.2,0.8461538461538461,66,26,1.0
vt_h2_c3,0,answer_only,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,0,answer_only,FT_K3,density,0.1,1.0,33,26,1.0
vt_h2_c3,0,answer_only,FT_K3,density,0.2,1.0,66,26,1.0
vt_h2_c3,1,full,DT_original,raw,0.05,0.25925925925925924,17,27,0.6296296296296297
vt_h2_c3,1,full,DT_original,raw,0.1,0.4444444444444444,33,27,1.0
vt_h2_c3,1,full,DT_original,raw,0.2,0.8518518518518519,66,27,1.0
vt_h2_c3,1,full,DT_original,density,0.05,0.0,17,27,0.6296296296296297
vt_h2_c3,1,full,DT_original,density,0.1,0.3333333333333333,33,27,1.0
vt_h2_c3,1,full,DT_original,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,full,DT_target,raw,0.05,0.25925925925925924,17,27,0.6296296296296297
vt_h2_c3,1,full,DT_target,raw,0.1,0.4444444444444444,33,27,1.0
vt_h2_c3,1,full,DT_target,raw,0.2,0.8518518518518519,66,27,1.0
vt_h2_c3,1,full,DT_target,density,0.05,0.0,17,27,0.6296296296296297
vt_h2_c3,1,full,DT_target,density,0.1,0.3333333333333333,33,27,1.0
vt_h2_c3,1,full,DT_target,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,full,FT_K1,raw,0.05,0.48148148148148145,17,27,0.6296296296296297
vt_h2_c3,1,full,FT_K1,raw,0.1,0.7037037037037037,33,27,1.0
vt_h2_c3,1,full,FT_K1,raw,0.2,0.9629629629629629,66,27,1.0
vt_h2_c3,1,full,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,full,FT_K1,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,full,FT_K1,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,full,FT_K3,raw,0.05,0.5185185185185185,17,27,0.6296296296296297
vt_h2_c3,1,full,FT_K3,raw,0.1,0.7037037037037037,33,27,1.0
vt_h2_c3,1,full,FT_K3,raw,0.2,1.0,66,27,1.0
vt_h2_c3,1,full,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,full,FT_K3,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,full,FT_K3,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,answer_conditioned,DT_target,raw,0.05,0.4074074074074074,17,27,0.6296296296296297
vt_h2_c3,1,answer_conditioned,DT_target,raw,0.1,0.5925925925925926,33,27,1.0
vt_h2_c3,1,answer_conditioned,DT_target,raw,0.2,0.6296296296296297,66,27,1.0
vt_h2_c3,1,answer_conditioned,DT_target,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_conditioned,DT_target,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,answer_conditioned,DT_target,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K1,raw,0.05,0.4074074074074074,17,27,0.6296296296296297
vt_h2_c3,1,answer_conditioned,FT_K1,raw,0.1,0.6666666666666666,33,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K1,raw,0.2,0.9259259259259259,66,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_conditioned,FT_K1,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K1,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K3,raw,0.05,0.4444444444444444,17,27,0.6296296296296297
vt_h2_c3,1,answer_conditioned,FT_K3,raw,0.1,0.7037037037037037,33,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K3,raw,0.2,0.9259259259259259,66,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_conditioned,FT_K3,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,answer_conditioned,FT_K3,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,answer_only,DT_target,raw,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_only,DT_target,raw,0.1,0.8888888888888888,33,27,1.0
vt_h2_c3,1,answer_only,DT_target,raw,0.2,0.9629629629629629,66,27,1.0
vt_h2_c3,1,answer_only,DT_target,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_only,DT_target,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,answer_only,DT_target,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,answer_only,FT_K1,raw,0.05,0.5925925925925926,17,27,0.6296296296296297
vt_h2_c3,1,answer_only,FT_K1,raw,0.1,0.7407407407407407,33,27,1.0
vt_h2_c3,1,answer_only,FT_K1,raw,0.2,0.9629629629629629,66,27,1.0
vt_h2_c3,1,answer_only,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_only,FT_K1,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,answer_only,FT_K1,density,0.2,1.0,66,27,1.0
vt_h2_c3,1,answer_only,FT_K3,raw,0.05,0.5555555555555556,17,27,0.6296296296296297
vt_h2_c3,1,answer_only,FT_K3,raw,0.1,0.7407407407407407,33,27,1.0
vt_h2_c3,1,answer_only,FT_K3,raw,0.2,0.9629629629629629,66,27,1.0
vt_h2_c3,1,answer_only,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,1,answer_only,FT_K3,density,0.1,1.0,33,27,1.0
vt_h2_c3,1,answer_only,FT_K3,density,0.2,1.0,66,27,1.0
vt_h2_c3,20,full,DT_original,raw,0.05,0.5357142857142857,17,28,0.6071428571428571
vt_h2_c3,20,full,DT_original,raw,0.1,0.75,34,28,1.0
vt_h2_c3,20,full,DT_original,raw,0.2,0.8928571428571429,67,28,1.0
vt_h2_c3,20,full,DT_original,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,full,DT_original,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,full,DT_original,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,full,DT_target,raw,0.05,0.5357142857142857,17,28,0.6071428571428571
vt_h2_c3,20,full,DT_target,raw,0.1,0.75,34,28,1.0
vt_h2_c3,20,full,DT_target,raw,0.2,0.8928571428571429,67,28,1.0
vt_h2_c3,20,full,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,full,DT_target,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,full,DT_target,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,full,FT_K1,raw,0.05,0.4642857142857143,17,28,0.6071428571428571
vt_h2_c3,20,full,FT_K1,raw,0.1,0.7857142857142857,34,28,1.0
vt_h2_c3,20,full,FT_K1,raw,0.2,0.9285714285714286,67,28,1.0
vt_h2_c3,20,full,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,full,FT_K1,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,full,FT_K1,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,full,FT_K3,raw,0.05,0.42857142857142855,17,28,0.6071428571428571
vt_h2_c3,20,full,FT_K3,raw,0.1,0.7857142857142857,34,28,1.0
vt_h2_c3,20,full,FT_K3,raw,0.2,0.9285714285714286,67,28,1.0
vt_h2_c3,20,full,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,full,FT_K3,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,full,FT_K3,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,answer_conditioned,DT_target,raw,0.05,0.2857142857142857,17,28,0.6071428571428571
vt_h2_c3,20,answer_conditioned,DT_target,raw,0.1,0.42857142857142855,34,28,1.0
vt_h2_c3,20,answer_conditioned,DT_target,raw,0.2,0.5714285714285714,67,28,1.0
vt_h2_c3,20,answer_conditioned,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_conditioned,DT_target,density,0.1,0.6785714285714286,34,28,1.0
vt_h2_c3,20,answer_conditioned,DT_target,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K1,raw,0.05,0.5,17,28,0.6071428571428571
vt_h2_c3,20,answer_conditioned,FT_K1,raw,0.1,0.6428571428571429,34,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K1,raw,0.2,0.9285714285714286,67,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_conditioned,FT_K1,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K1,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K3,raw,0.05,0.5,17,28,0.6071428571428571
vt_h2_c3,20,answer_conditioned,FT_K3,raw,0.1,0.7142857142857143,34,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K3,raw,0.2,0.9642857142857143,67,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_conditioned,FT_K3,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,answer_conditioned,FT_K3,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,answer_only,DT_target,raw,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_only,DT_target,raw,0.1,0.7857142857142857,34,28,1.0
vt_h2_c3,20,answer_only,DT_target,raw,0.2,0.9642857142857143,67,28,1.0
vt_h2_c3,20,answer_only,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_only,DT_target,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,answer_only,DT_target,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,answer_only,FT_K1,raw,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_only,FT_K1,raw,0.1,0.7142857142857143,34,28,1.0
vt_h2_c3,20,answer_only,FT_K1,raw,0.2,0.8928571428571429,67,28,1.0
vt_h2_c3,20,answer_only,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_only,FT_K1,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,answer_only,FT_K1,density,0.2,1.0,67,28,1.0
vt_h2_c3,20,answer_only,FT_K3,raw,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_only,FT_K3,raw,0.1,0.7142857142857143,34,28,1.0
vt_h2_c3,20,answer_only,FT_K3,raw,0.2,0.8571428571428571,67,28,1.0
vt_h2_c3,20,answer_only,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,20,answer_only,FT_K3,density,0.1,1.0,34,28,1.0
vt_h2_c3,20,answer_only,FT_K3,density,0.2,1.0,67,28,1.0
vt_h2_c3,28,full,DT_original,raw,0.05,0.23076923076923078,17,26,0.6538461538461539
vt_h2_c3,28,full,DT_original,raw,0.1,0.34615384615384615,33,26,1.0
vt_h2_c3,28,full,DT_original,raw,0.2,0.8076923076923077,66,26,1.0
vt_h2_c3,28,full,DT_original,density,0.05,0.2692307692307692,17,26,0.6538461538461539
vt_h2_c3,28,full,DT_original,density,0.1,0.38461538461538464,33,26,1.0
vt_h2_c3,28,full,DT_original,density,0.2,0.7307692307692307,66,26,1.0
vt_h2_c3,28,full,DT_target,raw,0.05,0.23076923076923078,17,26,0.6538461538461539
vt_h2_c3,28,full,DT_target,raw,0.1,0.34615384615384615,33,26,1.0
vt_h2_c3,28,full,DT_target,raw,0.2,0.7692307692307693,66,26,1.0
vt_h2_c3,28,full,DT_target,density,0.05,0.2692307692307692,17,26,0.6538461538461539
vt_h2_c3,28,full,DT_target,density,0.1,0.6923076923076923,33,26,1.0
vt_h2_c3,28,full,DT_target,density,0.2,0.7307692307692307,66,26,1.0
vt_h2_c3,28,full,FT_K1,raw,0.05,0.38461538461538464,17,26,0.6538461538461539
vt_h2_c3,28,full,FT_K1,raw,0.1,0.8076923076923077,33,26,1.0
vt_h2_c3,28,full,FT_K1,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,28,full,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,full,FT_K1,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,full,FT_K1,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,full,FT_K3,raw,0.05,0.38461538461538464,17,26,0.6538461538461539
vt_h2_c3,28,full,FT_K3,raw,0.1,0.7692307692307693,33,26,1.0
vt_h2_c3,28,full,FT_K3,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,28,full,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,full,FT_K3,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,full,FT_K3,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_conditioned,DT_target,raw,0.05,0.2692307692307692,17,26,0.6538461538461539
vt_h2_c3,28,answer_conditioned,DT_target,raw,0.1,0.46153846153846156,33,26,1.0
vt_h2_c3,28,answer_conditioned,DT_target,raw,0.2,0.5,66,26,1.0
vt_h2_c3,28,answer_conditioned,DT_target,density,0.05,0.3076923076923077,17,26,0.6538461538461539
vt_h2_c3,28,answer_conditioned,DT_target,density,0.1,0.6923076923076923,33,26,1.0
vt_h2_c3,28,answer_conditioned,DT_target,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K1,raw,0.05,0.5384615384615384,17,26,0.6538461538461539
vt_h2_c3,28,answer_conditioned,FT_K1,raw,0.1,0.7692307692307693,33,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K1,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,answer_conditioned,FT_K1,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K1,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K3,raw,0.05,0.5384615384615384,17,26,0.6538461538461539
vt_h2_c3,28,answer_conditioned,FT_K3,raw,0.1,0.8461538461538461,33,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K3,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,answer_conditioned,FT_K3,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,answer_conditioned,FT_K3,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_only,DT_target,raw,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,answer_only,DT_target,raw,0.1,0.8846153846153846,33,26,1.0
vt_h2_c3,28,answer_only,DT_target,raw,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_only,DT_target,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,answer_only,DT_target,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,answer_only,DT_target,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_only,FT_K1,raw,0.05,0.5769230769230769,17,26,0.6538461538461539
vt_h2_c3,28,answer_only,FT_K1,raw,0.1,0.7692307692307693,33,26,1.0
vt_h2_c3,28,answer_only,FT_K1,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,28,answer_only,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,answer_only,FT_K1,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,answer_only,FT_K1,density,0.2,1.0,66,26,1.0
vt_h2_c3,28,answer_only,FT_K3,raw,0.05,0.5769230769230769,17,26,0.6538461538461539
vt_h2_c3,28,answer_only,FT_K3,raw,0.1,0.7307692307692307,33,26,1.0
vt_h2_c3,28,answer_only,FT_K3,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,28,answer_only,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,28,answer_only,FT_K3,density,0.1,1.0,33,26,1.0
vt_h2_c3,28,answer_only,FT_K3,density,0.2,1.0,66,26,1.0
vt_h2_c3,53,full,DT_original,raw,0.05,0.5333333333333333,17,30,0.5666666666666667
vt_h2_c3,53,full,DT_original,raw,0.1,0.8,34,30,1.0
vt_h2_c3,53,full,DT_original,raw,0.2,0.9333333333333333,67,30,1.0
vt_h2_c3,53,full,DT_original,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,full,DT_original,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,full,DT_original,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,full,DT_target,raw,0.05,0.5333333333333333,17,30,0.5666666666666667
vt_h2_c3,53,full,DT_target,raw,0.1,0.8,34,30,1.0
vt_h2_c3,53,full,DT_target,raw,0.2,0.9333333333333333,67,30,1.0
vt_h2_c3,53,full,DT_target,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,full,DT_target,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,full,DT_target,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,full,FT_K1,raw,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,full,FT_K1,raw,0.1,0.8333333333333334,34,30,1.0
vt_h2_c3,53,full,FT_K1,raw,0.2,0.9666666666666667,67,30,1.0
vt_h2_c3,53,full,FT_K1,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,full,FT_K1,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,full,FT_K1,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,full,FT_K3,raw,0.05,0.5333333333333333,17,30,0.5666666666666667
vt_h2_c3,53,full,FT_K3,raw,0.1,0.7666666666666667,34,30,1.0
vt_h2_c3,53,full,FT_K3,raw,0.2,0.9666666666666667,67,30,1.0
vt_h2_c3,53,full,FT_K3,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,full,FT_K3,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,full,FT_K3,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,answer_conditioned,DT_target,raw,0.05,0.13333333333333333,17,30,0.5666666666666667
vt_h2_c3,53,answer_conditioned,DT_target,raw,0.1,0.26666666666666666,34,30,1.0
vt_h2_c3,53,answer_conditioned,DT_target,raw,0.2,0.3,67,30,1.0
vt_h2_c3,53,answer_conditioned,DT_target,density,0.05,0.26666666666666666,17,30,0.5666666666666667
vt_h2_c3,53,answer_conditioned,DT_target,density,0.1,0.4,34,30,1.0
vt_h2_c3,53,answer_conditioned,DT_target,density,0.2,0.7,67,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K1,raw,0.05,0.4,17,30,0.5666666666666667
vt_h2_c3,53,answer_conditioned,FT_K1,raw,0.1,0.7,34,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K1,raw,0.2,0.9333333333333333,67,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K1,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_conditioned,FT_K1,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K1,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K3,raw,0.05,0.4666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_conditioned,FT_K3,raw,0.1,0.7,34,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K3,raw,0.2,0.9666666666666667,67,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K3,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_conditioned,FT_K3,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,answer_conditioned,FT_K3,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,answer_only,DT_target,raw,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_only,DT_target,raw,0.1,0.8333333333333334,34,30,1.0
vt_h2_c3,53,answer_only,DT_target,raw,0.2,1.0,67,30,1.0
vt_h2_c3,53,answer_only,DT_target,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_only,DT_target,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,answer_only,DT_target,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,answer_only,FT_K1,raw,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_only,FT_K1,raw,0.1,0.7666666666666667,34,30,1.0
vt_h2_c3,53,answer_only,FT_K1,raw,0.2,0.9666666666666667,67,30,1.0
vt_h2_c3,53,answer_only,FT_K1,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_only,FT_K1,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,answer_only,FT_K1,density,0.2,1.0,67,30,1.0
vt_h2_c3,53,answer_only,FT_K3,raw,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_only,FT_K3,raw,0.1,0.7666666666666667,34,30,1.0
vt_h2_c3,53,answer_only,FT_K3,raw,0.2,0.9666666666666667,67,30,1.0
vt_h2_c3,53,answer_only,FT_K3,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,53,answer_only,FT_K3,density,0.1,1.0,34,30,1.0
vt_h2_c3,53,answer_only,FT_K3,density,0.2,1.0,67,30,1.0
vt_h2_c3,59,full,DT_original,raw,0.05,0.2222222222222222,17,27,0.6296296296296297
vt_h2_c3,59,full,DT_original,raw,0.1,0.37037037037037035,33,27,1.0
vt_h2_c3,59,full,DT_original,raw,0.2,0.8148148148148148,66,27,1.0
vt_h2_c3,59,full,DT_original,density,0.05,0.25925925925925924,17,27,0.6296296296296297
