dataset,index,target_mode,method,view,fraction,recall,budget,gold,ceiling
vt_h2_c3,69,answer_only,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,69,answer_only,FT_K1,density,0.1,1.0,33,26,1.0
vt_h2_c3,69,answer_only,FT_K1,density,0.2,1.0,66,26,1.0
vt_h2_c3,69,answer_only,FT_K3,raw,0.05,0.6153846153846154,17,26,0.6538461538461539
vt_h2_c3,69,answer_only,FT_K3,raw,0.1,0.7307692307692307,33,26,1.0
vt_h2_c3,69,answer_only,FT_K3,raw,0.2,0.9615384615384616,66,26,1.0
vt_h2_c3,69,answer_only,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539
vt_h2_c3,69,answer_only,FT_K3,density,0.1,1.0,33,26,1.0
vt_h2_c3,69,answer_only,FT_K3,density,0.2,1.0,66,26,1.0
vt_h2_c3,70,answer_only,DT_target,raw,0.05,0.5333333333333333,17,30,0.5666666666666667
vt_h2_c3,70,answer_only,DT_target,raw,0.1,0.8666666666666667,34,30,1.0
vt_h2_c3,70,answer_only,DT_target,raw,0.2,0.9,67,30,1.0
vt_h2_c3,70,answer_only,DT_target,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,70,answer_only,DT_target,density,0.1,1.0,34,30,1.0
vt_h2_c3,70,answer_only,DT_target,density,0.2,1.0,67,30,1.0
vt_h2_c3,70,answer_only,FT_K1,raw,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,70,answer_only,FT_K1,raw,0.1,0.7333333333333333,34,30,1.0
vt_h2_c3,70,answer_only,FT_K1,raw,0.2,0.9333333333333333,67,30,1.0
vt_h2_c3,70,answer_only,FT_K1,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,70,answer_only,FT_K1,density,0.1,1.0,34,30,1.0
vt_h2_c3,70,answer_only,FT_K1,density,0.2,1.0,67,30,1.0
vt_h2_c3,70,answer_only,FT_K3,raw,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,70,answer_only,FT_K3,raw,0.1,0.7333333333333333,34,30,1.0
vt_h2_c3,70,answer_only,FT_K3,raw,0.2,0.9333333333333333,67,30,1.0
vt_h2_c3,70,answer_only,FT_K3,density,0.05,0.5666666666666667,17,30,0.5666666666666667
vt_h2_c3,70,answer_only,FT_K3,density,0.1,1.0,34,30,1.0
vt_h2_c3,70,answer_only,FT_K3,density,0.2,1.0,67,30,1.0
vt_h2_c3,74,answer_only,DT_target,raw,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,74,answer_only,DT_target,raw,0.1,0.8214285714285714,34,28,1.0
vt_h2_c3,74,answer_only,DT_target,raw,0.2,0.9642857142857143,67,28,1.0
vt_h2_c3,74,answer_only,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,74,answer_only,DT_target,density,0.1,1.0,34,28,1.0
vt_h2_c3,74,answer_only,DT_target,density,0.2,1.0,67,28,1.0
vt_h2_c3,74,answer_only,FT_K1,raw,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,74,answer_only,FT_K1,raw,0.1,0.8214285714285714,34,28,1.0
vt_h2_c3,74,answer_only,FT_K1,raw,0.2,0.9642857142857143,67,28,1.0
vt_h2_c3,74,answer_only,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,74,answer_only,FT_K1,density,0.1,1.0,34,28,1.0
vt_h2_c3,74,answer_only,FT_K1,density,0.2,1.0,67,28,1.0
vt_h2_c3,74,answer_only,FT_K3,raw,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,74,answer_only,FT_K3,raw,0.1,0.7857142857142857,34,28,1.0
vt_h2_c3,74,answer_only,FT_K3,raw,0.2,0.9642857142857143,67,28,1.0
vt_h2_c3,74,answer_only,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571
vt_h2_c3,74,answer_only,FT_K3,density,0.1,1.0,34,28,1.0
vt_h2_c3,74,answer_only,FT_K3,density,0.2,1.0,67,28,1.0
vt_h2_c3,86,answer_only,DT_target,raw,0.05,0.5483870967741935,17,31,0.5483870967741935
vt_h2_c3,86,answer_only,DT_target,raw,0.1,0.8709677419354839,34,31,1.0
vt_h2_c3,86,answer_only,DT_target,raw,0.2,0.9032258064516129,67,31,1.0
vt_h2_c3,86,answer_only,DT_target,density,0.05,0.5483870967741935,17,31,0.5483870967741935
vt_h2_c3,86,answer_only,DT_target,density,0.1,1.0,34,31,1.0
vt_h2_c3,86,answer_only,DT_target,density,0.2,1.0,67,31,1.0
vt_h2_c3,86,answer_only,FT_K1,raw,0.05,0.5161290322580645,17,31,0.5483870967741935
vt_h2_c3,86,answer_only,FT_K1,raw,0.1,0.7096774193548387,34,31,1.0
vt_h2_c3,86,answer_only,FT_K1,raw,0.2,0.8387096774193549,67,31,1.0
vt_h2_c3,86,answer_only,FT_K1,density,0.05,0.5483870967741935,17,31,0.5483870967741935
vt_h2_c3,86,answer_only,FT_K1,density,0.1,1.0,34,31,1.0
vt_h2_c3,86,answer_only,FT_K1,density,0.2,1.0,67,31,1.0
vt_h2_c3,86,answer_only,FT_K3,raw,0.05,0.5161290322580645,17,31,0.5483870967741935
vt_h2_c3,86,answer_only,FT_K3,raw,0.1,0.7096774193548387,34,31,1.0
vt_h2_c3,86,answer_only,FT_K3,raw,0.2,0.8387096774193549,67,31,1.0
vt_h2_c3,86,answer_only,FT_K3,density,0.05,0.5483870967741935,17,31,0.5483870967741935
vt_h2_c3,86,answer_only,FT_K3,density,0.1,1.0,34,31,1.0
vt_h2_c3,86,answer_only,FT_K3,density,0.2,1.0,67,31,1.0
vt_h2_c3,88,answer_only,DT_target,raw,0.05,0.5517241379310345,17,29,0.5862068965517241
vt_h2_c3,88,answer_only,DT_target,raw,0.1,0.8620689655172413,34,29,1.0
vt_h2_c3,88,answer_only,DT_target,raw,0.2,0.9310344827586207,67,29,1.0
vt_h2_c3,88,answer_only,DT_target,density,0.05,0.5862068965517241,17,29,0.5862068965517241
vt_h2_c3,88,answer_only,DT_target,density,0.1,1.0,34,29,1.0
vt_h2_c3,88,answer_only,DT_target,density,0.2,1.0,67,29,1.0
vt_h2_c3,88,answer_only,FT_K1,raw,0.05,0.5517241379310345,17,29,0.5862068965517241
vt_h2_c3,88,answer_only,FT_K1,raw,0.1,0.7241379310344828,34,29,1.0
vt_h2_c3,88,answer_only,FT_K1,raw,0.2,0.9310344827586207,67,29,1.0
vt_h2_c3,88,answer_only,FT_K1,density,0.05,0.5862068965517241,17,29,0.5862068965517241
vt_h2_c3,88,answer_only,FT_K1,density,0.1,1.0,34,29,1.0
vt_h2_c3,88,answer_only,FT_K1,density,0.2,1.0,67,29,1.0
vt_h2_c3,88,answer_only,FT_K3,raw,0.05,0.5517241379310345,17,29,0.5862068965517241
vt_h2_c3,88,answer_only,FT_K3,raw,0.1,0.7241379310344828,34,29,1.0
vt_h2_c3,88,answer_only,FT_K3,raw,0.2,0.9310344827586207,67,29,1.0
vt_h2_c3,88,answer_only,FT_K3,density,0.05,0.5862068965517241,17,29,0.5862068965517241
vt_h2_c3,88,answer_only,FT_K3,density,0.1,1.0,34,29,1.0
vt_h2_c3,88,answer_only,FT_K3,density,0.2,1.0,67,29,1.0
vt_h2_c3,95,answer_only,DT_target,raw,0.05,0.5161290322580645,18,31,0.5806451612903226
vt_h2_c3,95,answer_only,DT_target,raw,0.1,0.7741935483870968,35,31,1.0
vt_h2_c3,95,answer_only,DT_target,raw,0.2,0.8709677419354839,69,31,1.0
vt_h2_c3,95,answer_only,DT_target,density,0.05,0.5806451612903226,18,31,0.5806451612903226
vt_h2_c3,95,answer_only,DT_target,density,0.1,1.0,35,31,1.0
vt_h2_c3,95,answer_only,DT_target,density,0.2,1.0,69,31,1.0
vt_h2_c3,95,answer_only,FT_K1,raw,0.05,0.5806451612903226,18,31,0.5806451612903226
vt_h2_c3,95,answer_only,FT_K1,raw,0.1,0.6451612903225806,35,31,1.0
vt_h2_c3,95,answer_only,FT_K1,raw,0.2,0.9354838709677419,69,31,1.0
vt_h2_c3,95,answer_only,FT_K1,density,0.05,0.5806451612903226,18,31,0.5806451612903226
vt_h2_c3,95,answer_only,FT_K1,density,0.1,1.0,35,31,1.0
vt_h2_c3,95,answer_only,FT_K1,density,0.2,1.0,69,31,1.0
vt_h2_c3,95,answer_only,FT_K3,raw,0.05,0.5806451612903226,18,31,0.5806451612903226
vt_h2_c3,95,answer_only,FT_K3,raw,0.1,0.6451612903225806,35,31,1.0
vt_h2_c3,95,answer_only,FT_K3,raw,0.2,0.8709677419354839,69,31,1.0
vt_h2_c3,95,answer_only,FT_K3,density,0.05,0.5806451612903226,18,31,0.5806451612903226
vt_h2_c3,95,answer_only,FT_K3,density,0.1,1.0,35,31,1.0
vt_h2_c3,95,answer_only,FT_K3,density,0.2,1.0,69,31,1.0
vt_h2_c3,97,answer_only,DT_target,raw,0.05,0.5925925925925926,17,27,0.6296296296296297
vt_h2_c3,97,answer_only,DT_target,raw,0.1,0.8888888888888888,34,27,1.0
vt_h2_c3,97,answer_only,DT_target,raw,0.2,1.0,67,27,1.0
vt_h2_c3,97,answer_only,DT_target,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,97,answer_only,DT_target,density,0.1,1.0,34,27,1.0
vt_h2_c3,97,answer_only,DT_target,density,0.2,1.0,67,27,1.0
vt_h2_c3,97,answer_only,FT_K1,raw,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,97,answer_only,FT_K1,raw,0.1,0.7407407407407407,34,27,1.0
vt_h2_c3,97,answer_only,FT_K1,raw,0.2,0.8888888888888888,67,27,1.0
vt_h2_c3,97,answer_only,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,97,answer_only,FT_K1,density,0.1,1.0,34,27,1.0
vt_h2_c3,97,answer_only,FT_K1,density,0.2,1.0,67,27,1.0
vt_h2_c3,97,answer_only,FT_K3,raw,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,97,answer_only,FT_K3,raw,0.1,0.7407407407407407,34,27,1.0
vt_h2_c3,97,answer_only,FT_K3,raw,0.2,0.8888888888888888,67,27,1.0
vt_h2_c3,97,answer_only,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297
vt_h2_c3,97,answer_only,FT_K3,density,0.1,1.0,34,27,1.0
vt_h2_c3,97,answer_only,FT_K3,density,0.2,1.0,67,27,1.0
vt_h4_c1,20,answer_only,DT_target,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,20,answer_only,DT_target,raw,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,20,answer_only,DT_target,raw,0.2,0.9361702127659575,67,47,1.0
vt_h4_c1,20,answer_only,DT_target,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,20,answer_only,DT_target,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,20,answer_only,DT_target,density,0.2,1.0,67,47,1.0
vt_h4_c1,20,answer_only,FT_K1,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,20,answer_only,FT_K1,raw,0.1,0.6808510638297872,34,47,0.723404255319149
vt_h4_c1,20,answer_only,FT_K1,raw,0.2,1.0,67,47,1.0
vt_h4_c1,20,answer_only,FT_K1,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,20,answer_only,FT_K1,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,20,answer_only,FT_K1,density,0.2,1.0,67,47,1.0
vt_h4_c1,20,answer_only,FT_K3,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,20,answer_only,FT_K3,raw,0.1,0.6595744680851063,34,47,0.723404255319149
vt_h4_c1,20,answer_only,FT_K3,raw,0.2,1.0,67,47,1.0
vt_h4_c1,20,answer_only,FT_K3,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,20,answer_only,FT_K3,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,20,answer_only,FT_K3,density,0.2,1.0,67,47,1.0
vt_h4_c1,24,answer_only,DT_target,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,24,answer_only,DT_target,raw,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,24,answer_only,DT_target,raw,0.2,0.9375,67,48,1.0
vt_h4_c1,24,answer_only,DT_target,density,0.05,0.3541666666666667,17,48,0.3541666666666667
