index,target_mode,method,view,fraction,recall,budget,gold_tokens,ceiling
1,full,FT_K3,raw_restored,0.2,0.6547619047619048,234,84,1
1,full,FT_K3,regex_cached,0.05,0.5714285714285714,59,84,0.7023809523809523
1,full,FT_K3,regex_cached,0.1,1.0,117,84,1
1,full,FT_K3,regex_cached,0.2,1.0,234,84,1
1,full,FT_K3,regex_restored,0.05,0.5714285714285714,59,84,0.7023809523809523
1,full,FT_K3,regex_restored,0.1,1.0,117,84,1
1,full,FT_K3,regex_restored,0.2,1.0,234,84,1
1,full,FT_K3,regex_anchor_restored,0.05,0.5595238095238095,59,84,0.7023809523809523
1,full,FT_K3,regex_anchor_restored,0.1,1.0,117,84,1
1,full,FT_K3,regex_anchor_restored,0.2,1.0,234,84,1
1,full,FT_K3,native_token_restored,0.05,0.5595238095238095,59,84,0.7023809523809523
1,full,FT_K3,native_token_restored,0.1,1.0,117,84,1
1,full,FT_K3,native_token_restored,0.2,1.0,234,84,1
2,full,DT_target,raw_cached,0.05,0.24545454545454545,59,110,0.5363636363636364
2,full,DT_target,raw_cached,0.1,0.4,117,110,1
2,full,DT_target,raw_cached,0.2,0.6181818181818182,233,110,1
2,full,DT_target,raw_restored,0.05,0.24545454545454545,59,110,0.5363636363636364
2,full,DT_target,raw_restored,0.1,0.4,117,110,1
2,full,DT_target,raw_restored,0.2,0.6181818181818182,233,110,1
2,full,DT_target,regex_cached,0.05,0.44545454545454544,59,110,0.5363636363636364
2,full,DT_target,regex_cached,0.1,0.6363636363636364,117,110,1
2,full,DT_target,regex_cached,0.2,0.7090909090909091,233,110,1
2,full,DT_target,regex_restored,0.05,0.44545454545454544,59,110,0.5363636363636364
2,full,DT_target,regex_restored,0.1,0.6363636363636364,117,110,1
2,full,DT_target,regex_restored,0.2,0.7090909090909091,233,110,1
2,full,DT_target,regex_anchor_restored,0.05,0.45454545454545453,59,110,0.5363636363636364
2,full,DT_target,regex_anchor_restored,0.1,0.6454545454545455,117,110,1
2,full,DT_target,regex_anchor_restored,0.2,0.6909090909090909,233,110,1
2,full,DT_target,native_token_restored,0.05,0.4727272727272727,59,110,0.5363636363636364
2,full,DT_target,native_token_restored,0.1,0.6454545454545455,117,110,1
2,full,DT_target,native_token_restored,0.2,0.6909090909090909,233,110,1
2,full,FT_K1,raw_cached,0.05,0.18181818181818182,59,110,0.5363636363636364
2,full,FT_K1,raw_cached,0.1,0.3181818181818182,117,110,1
2,full,FT_K1,raw_cached,0.2,0.45454545454545453,233,110,1
2,full,FT_K1,raw_restored,0.05,0.18181818181818182,59,110,0.5363636363636364
2,full,FT_K1,raw_restored,0.1,0.3181818181818182,117,110,1
2,full,FT_K1,raw_restored,0.2,0.45454545454545453,233,110,1
2,full,FT_K1,regex_cached,0.05,0.36363636363636365,59,110,0.5363636363636364
2,full,FT_K1,regex_cached,0.1,0.6363636363636364,117,110,1
2,full,FT_K1,regex_cached,0.2,0.6363636363636364,233,110,1
2,full,FT_K1,regex_restored,0.05,0.36363636363636365,59,110,0.5363636363636364
2,full,FT_K1,regex_restored,0.1,0.6363636363636364,117,110,1
2,full,FT_K1,regex_restored,0.2,0.6363636363636364,233,110,1
2,full,FT_K1,regex_anchor_restored,0.05,0.4090909090909091,59,110,0.5363636363636364
2,full,FT_K1,regex_anchor_restored,0.1,0.6454545454545455,117,110,1
2,full,FT_K1,regex_anchor_restored,0.2,0.6454545454545455,233,110,1
2,full,FT_K1,native_token_restored,0.05,0.35454545454545455,59,110,0.5363636363636364
2,full,FT_K1,native_token_restored,0.1,0.6454545454545455,117,110,1
2,full,FT_K1,native_token_restored,0.2,0.6454545454545455,233,110,1
2,full,FT_K3,raw_cached,0.05,0.18181818181818182,59,110,0.5363636363636364
2,full,FT_K3,raw_cached,0.1,0.3090909090909091,117,110,1
2,full,FT_K3,raw_cached,0.2,0.45454545454545453,233,110,1
2,full,FT_K3,raw_restored,0.05,0.18181818181818182,59,110,0.5363636363636364
2,full,FT_K3,raw_restored,0.1,0.3090909090909091,117,110,1
2,full,FT_K3,raw_restored,0.2,0.45454545454545453,233,110,1
2,full,FT_K3,regex_cached,0.05,0.4,59,110,0.5363636363636364
2,full,FT_K3,regex_cached,0.1,0.6363636363636364,117,110,1
2,full,FT_K3,regex_cached,0.2,0.6363636363636364,233,110,1
2,full,FT_K3,regex_restored,0.05,0.4,59,110,0.5363636363636364
2,full,FT_K3,regex_restored,0.1,0.6363636363636364,117,110,1
2,full,FT_K3,regex_restored,0.2,0.6363636363636364,233,110,1
2,full,FT_K3,regex_anchor_restored,0.05,0.4090909090909091,59,110,0.5363636363636364
2,full,FT_K3,regex_anchor_restored,0.1,0.6454545454545455,117,110,1
2,full,FT_K3,regex_anchor_restored,0.2,0.6454545454545455,233,110,1
2,full,FT_K3,native_token_restored,0.05,0.44545454545454544,59,110,0.5363636363636364
2,full,FT_K3,native_token_restored,0.1,0.6454545454545455,117,110,1
2,full,FT_K3,native_token_restored,0.2,0.6454545454545455,233,110,1
3,full,DT_target,raw_cached,0.05,0.2807017543859649,47,57,0.8245614035087719
3,full,DT_target,raw_cached,0.1,0.3684210526315789,93,57,1
3,full,DT_target,raw_cached,0.2,0.45614035087719296,185,57,1
3,full,DT_target,raw_restored,0.05,0.2807017543859649,47,57,0.8245614035087719
3,full,DT_target,raw_restored,0.1,0.3684210526315789,93,57,1
3,full,DT_target,raw_restored,0.2,0.45614035087719296,185,57,1
3,full,DT_target,regex_cached,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,DT_target,regex_cached,0.1,0.6140350877192983,93,57,1
3,full,DT_target,regex_cached,0.2,0.9298245614035088,185,57,1
3,full,DT_target,regex_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,DT_target,regex_restored,0.1,0.6140350877192983,93,57,1
3,full,DT_target,regex_restored,0.2,0.9298245614035088,185,57,1
3,full,DT_target,regex_anchor_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,DT_target,regex_anchor_restored,0.1,0.9298245614035088,93,57,1
3,full,DT_target,regex_anchor_restored,0.2,0.9298245614035088,185,57,1
3,full,DT_target,native_token_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,DT_target,native_token_restored,0.1,0.543859649122807,93,57,1
3,full,DT_target,native_token_restored,0.2,1.0,185,57,1
3,full,FT_K1,raw_cached,0.05,0.3157894736842105,47,57,0.8245614035087719
3,full,FT_K1,raw_cached,0.1,0.40350877192982454,93,57,1
3,full,FT_K1,raw_cached,0.2,0.47368421052631576,185,57,1
3,full,FT_K1,raw_restored,0.05,0.3157894736842105,47,57,0.8245614035087719
3,full,FT_K1,raw_restored,0.1,0.40350877192982454,93,57,1
3,full,FT_K1,raw_restored,0.2,0.47368421052631576,185,57,1
3,full,FT_K1,regex_cached,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K1,regex_cached,0.1,0.5614035087719298,93,57,1
3,full,FT_K1,regex_cached,0.2,0.5614035087719298,185,57,1
3,full,FT_K1,regex_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K1,regex_restored,0.1,0.5614035087719298,93,57,1
3,full,FT_K1,regex_restored,0.2,0.5614035087719298,185,57,1
3,full,FT_K1,regex_anchor_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K1,regex_anchor_restored,0.1,0.543859649122807,93,57,1
3,full,FT_K1,regex_anchor_restored,0.2,0.543859649122807,185,57,1
3,full,FT_K1,native_token_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K1,native_token_restored,0.1,0.543859649122807,93,57,1
3,full,FT_K1,native_token_restored,0.2,0.543859649122807,185,57,1
3,full,FT_K3,raw_cached,0.05,0.3157894736842105,47,57,0.8245614035087719
3,full,FT_K3,raw_cached,0.1,0.40350877192982454,93,57,1
3,full,FT_K3,raw_cached,0.2,0.45614035087719296,185,57,1
3,full,FT_K3,raw_restored,0.05,0.3157894736842105,47,57,0.8245614035087719
3,full,FT_K3,raw_restored,0.1,0.40350877192982454,93,57,1
3,full,FT_K3,raw_restored,0.2,0.45614035087719296,185,57,1
3,full,FT_K3,regex_cached,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K3,regex_cached,0.1,0.543859649122807,93,57,1
3,full,FT_K3,regex_cached,0.2,0.5614035087719298,185,57,1
3,full,FT_K3,regex_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K3,regex_restored,0.1,0.543859649122807,93,57,1
3,full,FT_K3,regex_restored,0.2,0.5614035087719298,185,57,1
3,full,FT_K3,regex_anchor_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K3,regex_anchor_restored,0.1,0.543859649122807,93,57,1
3,full,FT_K3,regex_anchor_restored,0.2,0.543859649122807,185,57,1
3,full,FT_K3,native_token_restored,0.05,0.543859649122807,47,57,0.8245614035087719
3,full,FT_K3,native_token_restored,0.1,0.543859649122807,93,57,1
3,full,FT_K3,native_token_restored,0.2,0.543859649122807,185,57,1
4,full,DT_target,raw_cached,0.05,0.2777777777777778,62,90,0.6888888888888889
4,full,DT_target,raw_cached,0.1,0.4222222222222222,123,90,1
4,full,DT_target,raw_cached,0.2,0.6,246,90,1
4,full,DT_target,raw_restored,0.05,0.2777777777777778,62,90,0.6888888888888889
4,full,DT_target,raw_restored,0.1,0.4222222222222222,123,90,1
4,full,DT_target,raw_restored,0.2,0.6,246,90,1
4,full,DT_target,regex_cached,0.05,0.5777777777777777,62,90,0.6888888888888889
4,full,DT_target,regex_cached,0.1,0.6555555555555556,123,90,1
4,full,DT_target,regex_cached,0.2,0.8555555555555555,246,90,1
4,full,DT_target,regex_restored,0.05,0.5777777777777777,62,90,0.6888888888888889
4,full,DT_target,regex_restored,0.1,0.6555555555555556,123,90,1
4,full,DT_target,regex_restored,0.2,0.8555555555555555,246,90,1
4,full,DT_target,regex_anchor_restored,0.05,0.5777777777777777,62,90,0.6888888888888889
4,full,DT_target,regex_anchor_restored,0.1,0.6666666666666666,123,90,1
4,full,DT_target,regex_anchor_restored,0.2,0.8555555555555555,246,90,1
4,full,DT_target,native_token_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,DT_target,native_token_restored,0.1,0.6666666666666666,123,90,1
4,full,DT_target,native_token_restored,0.2,0.7888888888888889,246,90,1
4,full,FT_K1,raw_cached,0.05,0.3888888888888889,62,90,0.6888888888888889
4,full,FT_K1,raw_cached,0.1,0.5,123,90,1
4,full,FT_K1,raw_cached,0.2,0.7444444444444445,246,90,1
4,full,FT_K1,raw_restored,0.05,0.3888888888888889,62,90,0.6888888888888889
4,full,FT_K1,raw_restored,0.1,0.5,123,90,1
4,full,FT_K1,raw_restored,0.2,0.7444444444444445,246,90,1
4,full,FT_K1,regex_cached,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K1,regex_cached,0.1,0.9888888888888889,123,90,1
4,full,FT_K1,regex_cached,0.2,0.9888888888888889,246,90,1
4,full,FT_K1,regex_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K1,regex_restored,0.1,0.9888888888888889,123,90,1
4,full,FT_K1,regex_restored,0.2,0.9888888888888889,246,90,1
4,full,FT_K1,regex_anchor_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K1,regex_anchor_restored,0.1,1.0,123,90,1
4,full,FT_K1,regex_anchor_restored,0.2,1.0,246,90,1
4,full,FT_K1,native_token_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K1,native_token_restored,0.1,0.9333333333333333,123,90,1
4,full,FT_K1,native_token_restored,0.2,1.0,246,90,1
4,full,FT_K3,raw_cached,0.05,0.4,62,90,0.6888888888888889
4,full,FT_K3,raw_cached,0.1,0.5111111111111111,123,90,1
4,full,FT_K3,raw_cached,0.2,0.7333333333333333,246,90,1
4,full,FT_K3,raw_restored,0.05,0.4,62,90,0.6888888888888889
4,full,FT_K3,raw_restored,0.1,0.5111111111111111,123,90,1
4,full,FT_K3,raw_restored,0.2,0.7333333333333333,246,90,1
4,full,FT_K3,regex_cached,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K3,regex_cached,0.1,0.9888888888888889,123,90,1
4,full,FT_K3,regex_cached,0.2,0.9888888888888889,246,90,1
4,full,FT_K3,regex_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K3,regex_restored,0.1,0.9888888888888889,123,90,1
4,full,FT_K3,regex_restored,0.2,0.9888888888888889,246,90,1
4,full,FT_K3,regex_anchor_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K3,regex_anchor_restored,0.1,1.0,123,90,1
4,full,FT_K3,regex_anchor_restored,0.2,1.0,246,90,1
4,full,FT_K3,native_token_restored,0.05,0.5444444444444444,62,90,0.6888888888888889
4,full,FT_K3,native_token_restored,0.1,0.7888888888888889,123,90,1
4,full,FT_K3,native_token_restored,0.2,1.0,246,90,1
5,full,DT_target,raw_cached,0.05,0.13157894736842105,83,114,0.7280701754385965
5,full,DT_target,raw_cached,0.1,0.24561403508771928,166,114,1
5,full,DT_target,raw_cached,0.2,0.3508771929824561,331,114,1
5,full,DT_target,raw_restored,0.05,0.13157894736842105,83,114,0.7280701754385965
5,full,DT_target,raw_restored,0.1,0.24561403508771928,166,114,1
5,full,DT_target,raw_restored,0.2,0.3508771929824561,331,114,1
5,full,DT_target,regex_cached,0.05,0.42105263157894735,83,114,0.7280701754385965
5,full,DT_target,regex_cached,0.1,0.42105263157894735,166,114,1
5,full,DT_target,regex_cached,0.2,0.43859649122807015,331,114,1
5,full,DT_target,regex_restored,0.05,0.42105263157894735,83,114,0.7280701754385965
5,full,DT_target,regex_restored,0.1,0.42105263157894735,166,114,1
5,full,DT_target,regex_restored,0.2,0.43859649122807015,331,114,1
5,full,DT_target,regex_anchor_restored,0.05,0.43859649122807015,83,114,0.7280701754385965
5,full,DT_target,regex_anchor_restored,0.1,0.43859649122807015,166,114,1
5,full,DT_target,regex_anchor_restored,0.2,0.43859649122807015,331,114,1
5,full,DT_target,native_token_restored,0.05,0.43859649122807015,83,114,0.7280701754385965
5,full,DT_target,native_token_restored,0.1,0.43859649122807015,166,114,1
5,full,DT_target,native_token_restored,0.2,0.43859649122807015,331,114,1
5,full,FT_K1,raw_cached,0.05,0.21929824561403508,83,114,0.7280701754385965
5,full,FT_K1,raw_cached,0.1,0.2894736842105263,166,114,1
5,full,FT_K1,raw_cached,0.2,0.45614035087719296,331,114,1
5,full,FT_K1,raw_restored,0.05,0.21929824561403508,83,114,0.7280701754385965
5,full,FT_K1,raw_restored,0.1,0.2894736842105263,166,114,1
5,full,FT_K1,raw_restored,0.2,0.45614035087719296,331,114,1
5,full,FT_K1,regex_cached,0.05,0.42105263157894735,83,114,0.7280701754385965
5,full,FT_K1,regex_cached,0.1,0.4298245614035088,166,114,1
5,full,FT_K1,regex_cached,0.2,0.43859649122807015,331,114,1
5,full,FT_K1,regex_restored,0.05,0.42105263157894735,83,114,0.7280701754385965
5,full,FT_K1,regex_restored,0.1,0.4298245614035088,166,114,1
5,full,FT_K1,regex_restored,0.2,0.43859649122807015,331,114,1
5,full,FT_K1,regex_anchor_restored,0.05,0.43859649122807015,83,114,0.7280701754385965
5,full,FT_K1,regex_anchor_restored,0.1,0.43859649122807015,166,114,1
5,full,FT_K1,regex_anchor_restored,0.2,0.43859649122807015,331,114,1
5,full,FT_K1,native_token_restored,0.05,0.43859649122807015,83,114,0.7280701754385965
5,full,FT_K1,native_token_restored,0.1,0.43859649122807015,166,114,1
5,full,FT_K1,native_token_restored,0.2,0.43859649122807015,331,114,1
5,full,FT_K3,raw_cached,0.05,0.21929824561403508,83,114,0.7280701754385965
5,full,FT_K3,raw_cached,0.1,0.2719298245614035,166,114,1
5,full,FT_K3,raw_cached,0.2,0.45614035087719296,331,114,1
5,full,FT_K3,raw_restored,0.05,0.21929824561403508,83,114,0.7280701754385965
5,full,FT_K3,raw_restored,0.1,0.2719298245614035,166,114,1
5,full,FT_K3,raw_restored,0.2,0.45614035087719296,331,114,1
5,full,FT_K3,regex_cached,0.05,0.42105263157894735,83,114,0.7280701754385965
5,full,FT_K3,regex_cached,0.1,0.4298245614035088,166,114,1
5,full,FT_K3,regex_cached,0.2,0.43859649122807015,331,114,1
5,full,FT_K3,regex_restored,0.05,0.42105263157894735,83,114,0.7280701754385965
5,full,FT_K3,regex_restored,0.1,0.4298245614035088,166,114,1
5,full,FT_K3,regex_restored,0.2,0.43859649122807015,331,114,1
5,full,FT_K3,regex_anchor_restored,0.05,0.43859649122807015,83,114,0.7280701754385965
5,full,FT_K3,regex_anchor_restored,0.1,0.43859649122807015,166,114,1
5,full,FT_K3,regex_anchor_restored,0.2,0.43859649122807015,331,114,1
5,full,FT_K3,native_token_restored,0.05,0.43859649122807015,83,114,0.7280701754385965
5,full,FT_K3,native_token_restored,0.1,0.43859649122807015,166,114,1
5,full,FT_K3,native_token_restored,0.2,0.43859649122807015,331,114,1
6,full,DT_target,raw_cached,0.05,0.08571428571428572,61,70,0.8714285714285714
6,full,DT_target,raw_cached,0.1,0.11428571428571428,122,70,1
6,full,DT_target,raw_cached,0.2,0.17142857142857143,243,70,1
6,full,DT_target,raw_restored,0.05,0.08571428571428572,61,70,0.8714285714285714
6,full,DT_target,raw_restored,0.1,0.11428571428571428,122,70,1
6,full,DT_target,raw_restored,0.2,0.17142857142857143,243,70,1
6,full,DT_target,regex_cached,0.05,0.15714285714285714,61,70,0.8714285714285714
6,full,DT_target,regex_cached,0.1,0.2714285714285714,122,70,1
6,full,DT_target,regex_cached,0.2,0.9714285714285714,243,70,1
6,full,DT_target,regex_restored,0.05,0.15714285714285714,61,70,0.8714285714285714
6,full,DT_target,regex_restored,0.1,0.2714285714285714,122,70,1
6,full,DT_target,regex_restored,0.2,0.9714285714285714,243,70,1
6,full,DT_target,regex_anchor_restored,0.05,0.15714285714285714,61,70,0.8714285714285714
6,full,DT_target,regex_anchor_restored,0.1,0.2857142857142857,122,70,1
6,full,DT_target,regex_anchor_restored,0.2,1.0,243,70,1
6,full,DT_target,native_token_restored,0.05,0.0,61,70,0.8714285714285714
6,full,DT_target,native_token_restored,0.1,0.2857142857142857,122,70,1
6,full,DT_target,native_token_restored,0.2,1.0,243,70,1
6,full,FT_K1,raw_cached,0.05,0.22857142857142856,61,70,0.8714285714285714
6,full,FT_K1,raw_cached,0.1,0.3,122,70,1
6,full,FT_K1,raw_cached,0.2,0.44285714285714284,243,70,1
6,full,FT_K1,raw_restored,0.05,0.22857142857142856,61,70,0.8714285714285714
6,full,FT_K1,raw_restored,0.1,0.3,122,70,1
6,full,FT_K1,raw_restored,0.2,0.44285714285714284,243,70,1
6,full,FT_K1,regex_cached,0.05,0.6714285714285714,61,70,0.8714285714285714
6,full,FT_K1,regex_cached,0.1,0.9857142857142858,122,70,1
6,full,FT_K1,regex_cached,0.2,0.9857142857142858,243,70,1
6,full,FT_K1,regex_restored,0.05,0.6714285714285714,61,70,0.8714285714285714
6,full,FT_K1,regex_restored,0.1,0.9857142857142858,122,70,1
6,full,FT_K1,regex_restored,0.2,0.9857142857142858,243,70,1
6,full,FT_K1,regex_anchor_restored,0.05,0.6857142857142857,61,70,0.8714285714285714
6,full,FT_K1,regex_anchor_restored,0.1,1.0,122,70,1
6,full,FT_K1,regex_anchor_restored,0.2,1.0,243,70,1
6,full,FT_K1,native_token_restored,0.05,0.6428571428571429,61,70,0.8714285714285714
6,full,FT_K1,native_token_restored,0.1,1.0,122,70,1
6,full,FT_K1,native_token_restored,0.2,1.0,243,70,1
6,full,FT_K3,raw_cached,0.05,0.22857142857142856,61,70,0.8714285714285714
6,full,FT_K3,raw_cached,0.1,0.3142857142857143,122,70,1
6,full,FT_K3,raw_cached,0.2,0.45714285714285713,243,70,1
6,full,FT_K3,raw_restored,0.05,0.22857142857142856,61,70,0.8714285714285714
6,full,FT_K3,raw_restored,0.1,0.3142857142857143,122,70,1
6,full,FT_K3,raw_restored,0.2,0.45714285714285713,243,70,1
6,full,FT_K3,regex_cached,0.05,0.6714285714285714,61,70,0.8714285714285714
6,full,FT_K3,regex_cached,0.1,0.9857142857142858,122,70,1
6,full,FT_K3,regex_cached,0.2,0.9857142857142858,243,70,1
6,full,FT_K3,regex_restored,0.05,0.6714285714285714,61,70,0.8714285714285714
6,full,FT_K3,regex_restored,0.1,0.9857142857142858,122,70,1
6,full,FT_K3,regex_restored,0.2,0.9857142857142858,243,70,1
6,full,FT_K3,regex_anchor_restored,0.05,0.6857142857142857,61,70,0.8714285714285714
6,full,FT_K3,regex_anchor_restored,0.1,1.0,122,70,1
6,full,FT_K3,regex_anchor_restored,0.2,1.0,243,70,1
6,full,FT_K3,native_token_restored,0.05,0.6428571428571429,61,70,0.8714285714285714
6,full,FT_K3,native_token_restored,0.1,1.0,122,70,1
6,full,FT_K3,native_token_restored,0.2,1.0,243,70,1
7,full,DT_target,raw_cached,0.05,0.12941176470588237,51,85,0.6
7,full,DT_target,raw_cached,0.1,0.24705882352941178,101,85,1
7,full,DT_target,raw_cached,0.2,0.4117647058823529,201,85,1
7,full,DT_target,raw_restored,0.05,0.12941176470588237,51,85,0.6
7,full,DT_target,raw_restored,0.1,0.24705882352941178,101,85,1
