index,target_mode,method,labels,budget_unit,budget_value,budget,eligible_body_tokens,precision,recall,f1,exact_match,complete_support,true_positive,predicted,gold,spent_tokens,unused_tokens,selected_sentences,gold_tokens,token_recall,fact_recall_ceiling
0,full,FT_K3,official_restored,sentences,8,8,2659,0.25,1.0,0.4,0.0,1.0,2,8,2,224,0,8,66,1.0,1.0
0,full,FT_K3,review_corrected,sentences,8,8,2659,0.25,1.0,0.4,0.0,1.0,2,8,2,224,0,8,66,1.0,1.0
1,full,DT_target,official_restored,body_tokens,0.05,54,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,7,2,84,0.5595238095238095,0.6666666666666666
1,full,DT_target,review_corrected,body_tokens,0.05,54,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,7,2,84,0.5595238095238095,0.6666666666666666
1,full,DT_target,official_restored,body_tokens,0.1,107,1066,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,2,6,3,105,2,6,84,0.5595238095238095,1.0
1,full,DT_target,review_corrected,body_tokens,0.1,107,1066,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,2,6,3,105,2,6,84,0.5595238095238095,1.0
1,full,DT_target,official_restored,body_tokens,0.2,214,1066,0.3,1.0,0.4615384615384615,0.0,1.0,3,10,3,209,5,10,84,1.0,1.0
1,full,DT_target,review_corrected,body_tokens,0.2,214,1066,0.3,1.0,0.4615384615384615,0.0,1.0,3,10,3,209,5,10,84,1.0,1.0
1,full,DT_target,official_restored,sentences,2,2,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,0,2,84,0.5595238095238095,0.6666666666666666
1,full,DT_target,review_corrected,sentences,2,2,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,0,2,84,0.5595238095238095,0.6666666666666666
1,full,DT_target,official_restored,sentences,4,4,1066,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,110,0,4,84,1.0,1.0
1,full,DT_target,review_corrected,sentences,4,4,1066,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,110,0,4,84,1.0,1.0
1,full,DT_target,official_restored,sentences,8,8,1066,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,173,0,8,84,1.0,1.0
1,full,DT_target,review_corrected,sentences,8,8,1066,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,173,0,8,84,1.0,1.0
1,full,FT_K1,official_restored,body_tokens,0.05,54,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,7,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K1,review_corrected,body_tokens,0.05,54,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,7,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K1,official_restored,body_tokens,0.1,107,1066,0.6,1.0,0.7499999999999999,0.0,1.0,3,5,3,106,1,5,84,1.0,1.0
1,full,FT_K1,review_corrected,body_tokens,0.1,107,1066,0.6,1.0,0.7499999999999999,0.0,1.0,3,5,3,106,1,5,84,1.0,1.0
1,full,FT_K1,official_restored,body_tokens,0.2,214,1066,0.3333333333333333,1.0,0.5,0.0,1.0,3,9,3,207,7,9,84,1.0,1.0
1,full,FT_K1,review_corrected,body_tokens,0.2,214,1066,0.3333333333333333,1.0,0.5,0.0,1.0,3,9,3,207,7,9,84,1.0,1.0
1,full,FT_K1,official_restored,sentences,2,2,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,0,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K1,review_corrected,sentences,2,2,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,0,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K1,official_restored,sentences,4,4,1066,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,110,0,4,84,1.0,1.0
1,full,FT_K1,review_corrected,sentences,4,4,1066,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,110,0,4,84,1.0,1.0
1,full,FT_K1,official_restored,sentences,8,8,1066,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,191,0,8,84,1.0,1.0
1,full,FT_K1,review_corrected,sentences,8,8,1066,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,191,0,8,84,1.0,1.0
1,full,FT_K3,official_restored,body_tokens,0.05,54,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,7,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K3,review_corrected,body_tokens,0.05,54,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,7,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K3,official_restored,body_tokens,0.1,107,1066,0.6,1.0,0.7499999999999999,0.0,1.0,3,5,3,106,1,5,84,1.0,1.0
1,full,FT_K3,review_corrected,body_tokens,0.1,107,1066,0.6,1.0,0.7499999999999999,0.0,1.0,3,5,3,106,1,5,84,1.0,1.0
1,full,FT_K3,official_restored,body_tokens,0.2,214,1066,0.3333333333333333,1.0,0.5,0.0,1.0,3,9,3,207,7,9,84,1.0,1.0
1,full,FT_K3,review_corrected,body_tokens,0.2,214,1066,0.3333333333333333,1.0,0.5,0.0,1.0,3,9,3,207,7,9,84,1.0,1.0
1,full,FT_K3,official_restored,sentences,2,2,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,0,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K3,review_corrected,sentences,2,2,1066,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,47,0,2,84,0.5595238095238095,0.6666666666666666
1,full,FT_K3,official_restored,sentences,4,4,1066,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,110,0,4,84,1.0,1.0
1,full,FT_K3,review_corrected,sentences,4,4,1066,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,110,0,4,84,1.0,1.0
1,full,FT_K3,official_restored,sentences,8,8,1066,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,191,0,8,84,1.0,1.0
1,full,FT_K3,review_corrected,sentences,8,8,1066,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,191,0,8,84,1.0,1.0
2,full,DT_target,official_restored,body_tokens,0.05,54,1079,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1,3,3,49,5,3,110,0.14545454545454545,0.3333333333333333
2,full,DT_target,review_corrected,body_tokens,0.05,54,1079,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1,3,3,49,5,3,110,0.14545454545454545,0.3333333333333333
2,full,DT_target,official_restored,body_tokens,0.1,108,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,104,4,4,110,0.6454545454545455,0.6666666666666666
2,full,DT_target,review_corrected,body_tokens,0.1,108,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,104,4,4,110,0.6454545454545455,0.6666666666666666
2,full,DT_target,official_restored,body_tokens,0.2,216,1079,0.42857142857142855,1.0,0.6,0.0,1.0,3,7,3,206,10,7,110,1.0,1.0
2,full,DT_target,review_corrected,body_tokens,0.2,216,1079,0.42857142857142855,1.0,0.6,0.0,1.0,3,7,3,206,10,7,110,1.0,1.0
2,full,DT_target,official_restored,sentences,2,2,1079,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,110,0.6454545454545455,0.6666666666666666
2,full,DT_target,review_corrected,sentences,2,2,1079,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,110,0.6454545454545455,0.6666666666666666
2,full,DT_target,official_restored,sentences,4,4,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,114,0,4,110,0.6454545454545455,1.0
2,full,DT_target,review_corrected,sentences,4,4,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,114,0,4,110,0.6454545454545455,1.0
2,full,DT_target,official_restored,sentences,8,8,1079,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,230,0,8,110,1.0,1.0
2,full,DT_target,review_corrected,sentences,8,8,1079,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,230,0,8,110,1.0,1.0
2,full,FT_K1,official_restored,body_tokens,0.05,54,1079,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1,3,3,52,2,3,110,0.14545454545454545,0.3333333333333333
2,full,FT_K1,review_corrected,body_tokens,0.05,54,1079,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1,3,3,52,2,3,110,0.14545454545454545,0.3333333333333333
2,full,FT_K1,official_restored,body_tokens,0.1,108,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,107,1,4,110,0.6454545454545455,0.6666666666666666
2,full,FT_K1,review_corrected,body_tokens,0.1,108,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,107,1,4,110,0.6454545454545455,0.6666666666666666
2,full,FT_K1,official_restored,body_tokens,0.2,216,1079,0.2857142857142857,0.6666666666666666,0.4,0.0,0.0,2,7,3,211,5,7,110,0.6454545454545455,1.0
2,full,FT_K1,review_corrected,body_tokens,0.2,216,1079,0.2857142857142857,0.6666666666666666,0.4,0.0,0.0,2,7,3,211,5,7,110,0.6454545454545455,1.0
2,full,FT_K1,official_restored,sentences,2,2,1079,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,110,0.6454545454545455,0.6666666666666666
2,full,FT_K1,review_corrected,sentences,2,2,1079,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,110,0.6454545454545455,0.6666666666666666
2,full,FT_K1,official_restored,sentences,4,4,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,156,0,4,110,0.6454545454545455,1.0
2,full,FT_K1,review_corrected,sentences,4,4,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,156,0,4,110,0.6454545454545455,1.0
2,full,FT_K1,official_restored,sentences,8,8,1079,0.25,0.6666666666666666,0.36363636363636365,0.0,0.0,2,8,3,248,0,8,110,0.6454545454545455,1.0
2,full,FT_K1,review_corrected,sentences,8,8,1079,0.25,0.6666666666666666,0.36363636363636365,0.0,0.0,2,8,3,248,0,8,110,0.6454545454545455,1.0
2,full,FT_K3,official_restored,body_tokens,0.05,54,1079,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1,3,3,52,2,3,110,0.14545454545454545,0.3333333333333333
2,full,FT_K3,review_corrected,body_tokens,0.05,54,1079,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1,3,3,52,2,3,110,0.14545454545454545,0.3333333333333333
2,full,FT_K3,official_restored,body_tokens,0.1,108,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,107,1,4,110,0.6454545454545455,0.6666666666666666
2,full,FT_K3,review_corrected,body_tokens,0.1,108,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,107,1,4,110,0.6454545454545455,0.6666666666666666
2,full,FT_K3,official_restored,body_tokens,0.2,216,1079,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,2,6,3,210,6,6,110,0.6454545454545455,1.0
2,full,FT_K3,review_corrected,body_tokens,0.2,216,1079,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,2,6,3,210,6,6,110,0.6454545454545455,1.0
2,full,FT_K3,official_restored,sentences,2,2,1079,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,110,0.6454545454545455,0.6666666666666666
2,full,FT_K3,review_corrected,sentences,2,2,1079,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,110,0.6454545454545455,0.6666666666666666
2,full,FT_K3,official_restored,sentences,4,4,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,156,0,4,110,0.6454545454545455,1.0
2,full,FT_K3,review_corrected,sentences,4,4,1079,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,156,0,4,110,0.6454545454545455,1.0
2,full,FT_K3,official_restored,sentences,8,8,1079,0.25,0.6666666666666666,0.36363636363636365,0.0,0.0,2,8,3,252,0,8,110,0.6454545454545455,1.0
2,full,FT_K3,review_corrected,sentences,8,8,1079,0.25,0.6666666666666666,0.36363636363636365,0.0,0.0,2,8,3,252,0,8,110,0.6454545454545455,1.0
3,full,DT_target,official_restored,body_tokens,0.05,43,845,1.0,0.5,0.6666666666666666,0.0,0.0,1,1,2,31,12,1,57,0.543859649122807,0.5
3,full,DT_target,review_corrected,body_tokens,0.05,43,845,1.0,0.5,0.6666666666666666,0.0,0.0,1,1,2,31,12,1,57,0.543859649122807,0.5
3,full,DT_target,official_restored,body_tokens,0.1,85,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,7,4,57,0.543859649122807,1.0
3,full,DT_target,review_corrected,body_tokens,0.1,85,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,7,4,57,0.543859649122807,1.0
3,full,DT_target,official_restored,body_tokens,0.2,169,845,0.25,1.0,0.4,0.0,1.0,2,8,2,169,0,8,57,1.0,1.0
3,full,DT_target,review_corrected,body_tokens,0.2,169,845,0.25,1.0,0.4,0.0,1.0,2,8,2,169,0,8,57,1.0,1.0
3,full,DT_target,official_restored,sentences,2,2,845,0.5,0.5,0.5,0.0,0.0,1,2,2,47,0,2,57,0.543859649122807,1.0
3,full,DT_target,review_corrected,sentences,2,2,845,0.5,0.5,0.5,0.0,0.0,1,2,2,47,0,2,57,0.543859649122807,1.0
3,full,DT_target,official_restored,sentences,4,4,845,0.5,1.0,0.6666666666666666,0.0,1.0,2,4,2,91,0,4,57,1.0,1.0
3,full,DT_target,review_corrected,sentences,4,4,845,0.5,1.0,0.6666666666666666,0.0,1.0,2,4,2,91,0,4,57,1.0,1.0
3,full,DT_target,official_restored,sentences,8,8,845,0.25,1.0,0.4,0.0,1.0,2,8,2,195,0,8,57,1.0,1.0
3,full,DT_target,review_corrected,sentences,8,8,845,0.25,1.0,0.4,0.0,1.0,2,8,2,195,0,8,57,1.0,1.0
3,full,FT_K1,official_restored,body_tokens,0.05,43,845,1.0,0.5,0.6666666666666666,0.0,0.0,1,1,2,31,12,1,57,0.543859649122807,0.5
3,full,FT_K1,review_corrected,body_tokens,0.05,43,845,1.0,0.5,0.6666666666666666,0.0,0.0,1,1,2,31,12,1,57,0.543859649122807,0.5
3,full,FT_K1,official_restored,body_tokens,0.1,85,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,7,4,57,0.543859649122807,1.0
3,full,FT_K1,review_corrected,body_tokens,0.1,85,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,7,4,57,0.543859649122807,1.0
3,full,FT_K1,official_restored,body_tokens,0.2,169,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,1,8,57,0.543859649122807,1.0
3,full,FT_K1,review_corrected,body_tokens,0.2,169,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,1,8,57,0.543859649122807,1.0
3,full,FT_K1,official_restored,sentences,2,2,845,0.5,0.5,0.5,0.0,0.0,1,2,2,49,0,2,57,0.543859649122807,1.0
3,full,FT_K1,review_corrected,sentences,2,2,845,0.5,0.5,0.5,0.0,0.0,1,2,2,49,0,2,57,0.543859649122807,1.0
3,full,FT_K1,official_restored,sentences,4,4,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,0,4,57,0.543859649122807,1.0
3,full,FT_K1,review_corrected,sentences,4,4,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,0,4,57,0.543859649122807,1.0
3,full,FT_K1,official_restored,sentences,8,8,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,0,8,57,0.543859649122807,1.0
3,full,FT_K1,review_corrected,sentences,8,8,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,0,8,57,0.543859649122807,1.0
3,full,FT_K3,official_restored,body_tokens,0.05,43,845,1.0,0.5,0.6666666666666666,0.0,0.0,1,1,2,31,12,1,57,0.543859649122807,0.5
3,full,FT_K3,review_corrected,body_tokens,0.05,43,845,1.0,0.5,0.6666666666666666,0.0,0.0,1,1,2,31,12,1,57,0.543859649122807,0.5
3,full,FT_K3,official_restored,body_tokens,0.1,85,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,7,4,57,0.543859649122807,1.0
3,full,FT_K3,review_corrected,body_tokens,0.1,85,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,78,7,4,57,0.543859649122807,1.0
3,full,FT_K3,official_restored,body_tokens,0.2,169,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,1,8,57,0.543859649122807,1.0
3,full,FT_K3,review_corrected,body_tokens,0.2,169,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,1,8,57,0.543859649122807,1.0
3,full,FT_K3,official_restored,sentences,2,2,845,0.5,0.5,0.5,0.0,0.0,1,2,2,49,0,2,57,0.543859649122807,1.0
3,full,FT_K3,review_corrected,sentences,2,2,845,0.5,0.5,0.5,0.0,0.0,1,2,2,49,0,2,57,0.543859649122807,1.0
3,full,FT_K3,official_restored,sentences,4,4,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,88,0,4,57,0.543859649122807,1.0
3,full,FT_K3,review_corrected,sentences,4,4,845,0.25,0.5,0.3333333333333333,0.0,0.0,1,4,2,88,0,4,57,0.543859649122807,1.0
3,full,FT_K3,official_restored,sentences,8,8,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,0,8,57,0.543859649122807,1.0
3,full,FT_K3,review_corrected,sentences,8,8,845,0.125,0.5,0.2,0.0,0.0,1,8,2,168,0,8,57,0.543859649122807,1.0
4,full,DT_target,official_restored,body_tokens,0.05,54,1080,0.5,0.3333333333333333,0.4,0.0,0.0,1,2,3,49,5,2,90,0.25555555555555554,0.6666666666666666
4,full,DT_target,review_corrected,body_tokens,0.05,54,1080,0.5,0.3333333333333333,0.4,0.0,0.0,1,2,3,49,5,2,90,0.25555555555555554,0.6666666666666666
4,full,DT_target,official_restored,body_tokens,0.1,108,1080,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,99,9,4,90,0.6666666666666666,1.0
4,full,DT_target,review_corrected,body_tokens,0.1,108,1080,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,99,9,4,90,0.6666666666666666,1.0
4,full,DT_target,official_restored,body_tokens,0.2,216,1080,0.42857142857142855,1.0,0.6,0.0,1.0,3,7,3,213,3,7,90,1.0,1.0
4,full,DT_target,review_corrected,body_tokens,0.2,216,1080,0.42857142857142855,1.0,0.6,0.0,1.0,3,7,3,213,3,7,90,1.0,1.0
4,full,DT_target,official_restored,sentences,2,2,1080,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,60,0,2,90,0.6666666666666666,0.6666666666666666
4,full,DT_target,review_corrected,sentences,2,2,1080,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,60,0,2,90,0.6666666666666666,0.6666666666666666
4,full,DT_target,official_restored,sentences,4,4,1080,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,117,0,4,90,0.6666666666666666,1.0
4,full,DT_target,review_corrected,sentences,4,4,1080,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,117,0,4,90,0.6666666666666666,1.0
4,full,DT_target,official_restored,sentences,8,8,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,242,0,8,90,1.0,1.0
4,full,DT_target,review_corrected,sentences,8,8,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,242,0,8,90,1.0,1.0
4,full,FT_K1,official_restored,body_tokens,0.05,54,1080,0.5,0.3333333333333333,0.4,0.0,0.0,1,2,3,50,4,2,90,0.4111111111111111,0.6666666666666666
4,full,FT_K1,review_corrected,body_tokens,0.05,54,1080,0.5,0.3333333333333333,0.4,0.0,0.0,1,2,3,50,4,2,90,0.4111111111111111,0.6666666666666666
4,full,FT_K1,official_restored,body_tokens,0.1,108,1080,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,103,5,4,90,1.0,1.0
4,full,FT_K1,review_corrected,body_tokens,0.1,108,1080,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,103,5,4,90,1.0,1.0
4,full,FT_K1,official_restored,body_tokens,0.2,216,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,214,2,8,90,1.0,1.0
4,full,FT_K1,review_corrected,body_tokens,0.2,216,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,214,2,8,90,1.0,1.0
4,full,FT_K1,official_restored,sentences,2,2,1080,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,60,0,2,90,0.6666666666666666,0.6666666666666666
4,full,FT_K1,review_corrected,sentences,2,2,1080,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,60,0,2,90,0.6666666666666666,0.6666666666666666
4,full,FT_K1,official_restored,sentences,4,4,1080,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,121,0,4,90,1.0,1.0
4,full,FT_K1,review_corrected,sentences,4,4,1080,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,121,0,4,90,1.0,1.0
4,full,FT_K1,official_restored,sentences,8,8,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,214,0,8,90,1.0,1.0
4,full,FT_K1,review_corrected,sentences,8,8,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,214,0,8,90,1.0,1.0
4,full,FT_K3,official_restored,body_tokens,0.05,54,1080,0.5,0.3333333333333333,0.4,0.0,0.0,1,2,3,50,4,2,90,0.4111111111111111,0.6666666666666666
4,full,FT_K3,review_corrected,body_tokens,0.05,54,1080,0.5,0.3333333333333333,0.4,0.0,0.0,1,2,3,50,4,2,90,0.4111111111111111,0.6666666666666666
4,full,FT_K3,official_restored,body_tokens,0.1,108,1080,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,103,5,4,90,1.0,1.0
4,full,FT_K3,review_corrected,body_tokens,0.1,108,1080,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,103,5,4,90,1.0,1.0
4,full,FT_K3,official_restored,body_tokens,0.2,216,1080,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,214,2,8,90,1.0,1.0
