index,target_mode,method,policy,fraction,recall,f1,spent_all_tokens,excess_over_all_token_budget
1,full,FT_K3,all_tokens_skip,0.2,1.0,0.4615384615384615,231,0
1,full,FT_K3,all_tokens_prefix,0.2,1.0,0.5,222,0
2,full,DT_target,eligible_skip,0.05,0.3333333333333333,0.3333333333333333,53,0
2,full,DT_target,all_tokens_skip,0.05,0.3333333333333333,0.3333333333333333,53,0
2,full,DT_target,all_tokens_prefix,0.05,0.0,0.0,0,0
2,full,DT_target,eligible_skip,0.1,0.6666666666666666,0.5714285714285715,114,0
2,full,DT_target,all_tokens_skip,0.1,0.6666666666666666,0.5714285714285715,114,0
2,full,DT_target,all_tokens_prefix,0.1,0.6666666666666666,0.6666666666666666,103,0
2,full,DT_target,eligible_skip,0.2,1.0,0.6,227,0
2,full,DT_target,all_tokens_skip,0.2,1.0,0.6,227,0
2,full,DT_target,all_tokens_prefix,0.2,1.0,0.6,227,0
2,full,FT_K1,eligible_skip,0.05,0.3333333333333333,0.3333333333333333,56,0
2,full,FT_K1,all_tokens_skip,0.05,0.3333333333333333,0.3333333333333333,56,0
2,full,FT_K1,all_tokens_prefix,0.05,0.0,0.0,0,0
2,full,FT_K1,eligible_skip,0.1,0.6666666666666666,0.5714285714285715,117,0
2,full,FT_K1,all_tokens_skip,0.1,0.6666666666666666,0.5714285714285715,117,0
2,full,FT_K1,all_tokens_prefix,0.1,0.6666666666666666,0.8,78,0
2,full,FT_K1,eligible_skip,0.2,0.6666666666666666,0.4,227,0
2,full,FT_K1,all_tokens_skip,0.2,0.6666666666666666,0.4,237,0
2,full,FT_K1,all_tokens_prefix,0.2,0.6666666666666666,0.4444444444444444,216,0
2,full,FT_K3,eligible_skip,0.05,0.3333333333333333,0.3333333333333333,56,0
2,full,FT_K3,all_tokens_skip,0.05,0.3333333333333333,0.3333333333333333,56,0
2,full,FT_K3,all_tokens_prefix,0.05,0.0,0.0,0,0
2,full,FT_K3,eligible_skip,0.1,0.6666666666666666,0.5714285714285715,117,0
2,full,FT_K3,all_tokens_skip,0.1,0.6666666666666666,0.5714285714285715,117,0
2,full,FT_K3,all_tokens_prefix,0.1,0.6666666666666666,0.8,78,0
2,full,FT_K3,eligible_skip,0.2,0.6666666666666666,0.4444444444444444,228,0
2,full,FT_K3,all_tokens_skip,0.2,0.6666666666666666,0.4444444444444444,228,0
2,full,FT_K3,all_tokens_prefix,0.2,0.6666666666666666,0.4444444444444444,228,0
3,full,DT_target,eligible_skip,0.05,0.5,0.6666666666666666,32,0
3,full,DT_target,all_tokens_skip,0.05,0.5,0.5,46,0
3,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,32,0
3,full,DT_target,eligible_skip,0.1,0.5,0.3333333333333333,84,0
3,full,DT_target,all_tokens_skip,0.1,0.5,0.3333333333333333,84,0
3,full,DT_target,all_tokens_prefix,0.1,0.5,0.4,70,0
3,full,DT_target,eligible_skip,0.2,1.0,0.4,188,0
3,full,DT_target,all_tokens_skip,0.2,1.0,0.4,188,0
3,full,DT_target,all_tokens_prefix,0.2,1.0,0.4444444444444445,168,0
3,full,FT_K1,eligible_skip,0.05,0.5,0.6666666666666666,32,0
3,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,46,0
3,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,32,0
3,full,FT_K1,eligible_skip,0.1,0.5,0.3333333333333333,84,0
3,full,FT_K1,all_tokens_skip,0.1,0.5,0.3333333333333333,84,0
3,full,FT_K1,all_tokens_prefix,0.1,0.5,0.3333333333333333,84,0
3,full,FT_K1,eligible_skip,0.2,0.5,0.2,184,0
3,full,FT_K1,all_tokens_skip,0.2,0.5,0.2,184,0
3,full,FT_K1,all_tokens_prefix,0.2,0.5,0.2,184,0
3,full,FT_K3,eligible_skip,0.05,0.5,0.6666666666666666,32,0
3,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,46,0
3,full,FT_K3,all_tokens_prefix,0.05,0.5,0.6666666666666666,32,0
3,full,FT_K3,eligible_skip,0.1,0.5,0.3333333333333333,84,0
3,full,FT_K3,all_tokens_skip,0.1,0.5,0.3333333333333333,84,0
3,full,FT_K3,all_tokens_prefix,0.1,0.5,0.4,67,0
3,full,FT_K3,eligible_skip,0.2,0.5,0.2,184,0
3,full,FT_K3,all_tokens_skip,0.2,0.5,0.2,184,0
3,full,FT_K3,all_tokens_prefix,0.2,0.5,0.2,184,0
4,full,DT_target,eligible_skip,0.05,0.3333333333333333,0.4,57,0
4,full,DT_target,all_tokens_skip,0.05,0.3333333333333333,0.4,57,0
4,full,DT_target,all_tokens_prefix,0.05,0.3333333333333333,0.5,27,0
4,full,DT_target,eligible_skip,0.1,0.6666666666666666,0.5714285714285715,115,0
4,full,DT_target,all_tokens_skip,0.1,0.6666666666666666,0.5714285714285715,115,0
4,full,DT_target,all_tokens_prefix,0.1,0.6666666666666666,0.6666666666666666,101,0
4,full,DT_target,eligible_skip,0.2,1.0,0.6,240,3
4,full,DT_target,all_tokens_skip,0.2,0.6666666666666666,0.4,235,0
4,full,DT_target,all_tokens_prefix,0.2,0.6666666666666666,0.4444444444444444,207,0
4,full,FT_K1,eligible_skip,0.05,0.3333333333333333,0.4,58,0
4,full,FT_K1,all_tokens_skip,0.05,0.3333333333333333,0.4,58,0
4,full,FT_K1,all_tokens_prefix,0.05,0.3333333333333333,0.5,44,0
4,full,FT_K1,eligible_skip,0.1,1.0,0.8571428571428571,118,0
4,full,FT_K1,all_tokens_skip,0.1,1.0,0.8571428571428571,118,0
4,full,FT_K1,all_tokens_prefix,0.1,1.0,1.0,104,0
4,full,FT_K1,eligible_skip,0.2,1.0,0.5454545454545454,239,2
4,full,FT_K1,all_tokens_skip,0.2,1.0,0.6,225,0
4,full,FT_K1,all_tokens_prefix,0.2,1.0,0.6,225,0
4,full,FT_K3,eligible_skip,0.05,0.3333333333333333,0.4,58,0
4,full,FT_K3,all_tokens_skip,0.05,0.3333333333333333,0.4,58,0
4,full,FT_K3,all_tokens_prefix,0.05,0.3333333333333333,0.5,44,0
4,full,FT_K3,eligible_skip,0.1,1.0,0.8571428571428571,118,0
4,full,FT_K3,all_tokens_skip,0.1,1.0,0.8571428571428571,118,0
4,full,FT_K3,all_tokens_prefix,0.1,1.0,1.0,104,0
4,full,FT_K3,eligible_skip,0.2,1.0,0.5454545454545454,239,2
4,full,FT_K3,all_tokens_skip,0.2,1.0,0.5454545454545454,237,0
4,full,FT_K3,all_tokens_prefix,0.2,1.0,0.6,205,0
5,full,DT_target,eligible_skip,0.05,0.6666666666666666,0.5714285714285715,90,2
5,full,DT_target,all_tokens_skip,0.05,0.6666666666666666,0.5714285714285715,88,0
5,full,DT_target,all_tokens_prefix,0.05,0.6666666666666666,0.6666666666666666,74,0
5,full,DT_target,eligible_skip,0.1,0.6666666666666666,0.4,172,0
5,full,DT_target,all_tokens_skip,0.1,0.6666666666666666,0.4,172,0
5,full,DT_target,all_tokens_prefix,0.1,0.6666666666666666,0.4,172,0
5,full,DT_target,eligible_skip,0.2,0.6666666666666666,0.23529411764705882,352,2
5,full,DT_target,all_tokens_skip,0.2,0.6666666666666666,0.25,337,0
5,full,DT_target,all_tokens_prefix,0.2,0.6666666666666666,0.25,337,0
5,full,FT_K1,eligible_skip,0.05,0.6666666666666666,0.6666666666666666,86,0
5,full,FT_K1,all_tokens_skip,0.05,0.6666666666666666,0.6666666666666666,86,0
5,full,FT_K1,all_tokens_prefix,0.05,0.6666666666666666,0.6666666666666666,86,0
5,full,FT_K1,eligible_skip,0.1,0.6666666666666666,0.4444444444444444,175,0
5,full,FT_K1,all_tokens_skip,0.1,0.6666666666666666,0.4444444444444444,175,0
5,full,FT_K1,all_tokens_prefix,0.1,0.6666666666666666,0.5,146,0
5,full,FT_K1,eligible_skip,0.2,0.6666666666666666,0.25,356,6
5,full,FT_K1,all_tokens_skip,0.2,0.6666666666666666,0.26666666666666666,338,0
5,full,FT_K1,all_tokens_prefix,0.2,0.6666666666666666,0.26666666666666666,338,0
5,full,FT_K3,eligible_skip,0.05,0.6666666666666666,0.6666666666666666,86,0
5,full,FT_K3,all_tokens_skip,0.05,0.6666666666666666,0.6666666666666666,86,0
5,full,FT_K3,all_tokens_prefix,0.05,0.6666666666666666,0.6666666666666666,86,0
5,full,FT_K3,eligible_skip,0.1,0.6666666666666666,0.4444444444444444,175,0
5,full,FT_K3,all_tokens_skip,0.1,0.6666666666666666,0.4444444444444444,175,0
5,full,FT_K3,all_tokens_prefix,0.1,0.6666666666666666,0.5,146,0
5,full,FT_K3,eligible_skip,0.2,0.6666666666666666,0.25,356,6
5,full,FT_K3,all_tokens_skip,0.2,0.6666666666666666,0.26666666666666666,338,0
5,full,FT_K3,all_tokens_prefix,0.2,0.6666666666666666,0.26666666666666666,338,0
6,full,DT_target,eligible_skip,0.05,0.5,0.3333333333333333,61,0
6,full,DT_target,all_tokens_skip,0.05,0.5,0.4,60,0
6,full,DT_target,all_tokens_prefix,0.05,0.5,0.4,60,0
6,full,DT_target,eligible_skip,0.1,0.5,0.22222222222222224,120,0
6,full,DT_target,all_tokens_skip,0.1,0.5,0.22222222222222224,124,0
6,full,DT_target,all_tokens_prefix,0.1,0.5,0.28571428571428575,99,0
6,full,DT_target,eligible_skip,0.2,1.0,0.3076923076923077,248,0
6,full,DT_target,all_tokens_skip,0.2,1.0,0.3076923076923077,248,0
6,full,DT_target,all_tokens_prefix,0.2,1.0,0.3076923076923077,248,0
6,full,FT_K1,eligible_skip,0.05,0.5,0.4,65,2
6,full,FT_K1,all_tokens_skip,0.05,0.5,0.4,62,0
6,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,21,0
6,full,FT_K1,eligible_skip,0.1,1.0,0.6666666666666666,122,0
6,full,FT_K1,all_tokens_skip,0.1,1.0,0.6666666666666666,122,0
6,full,FT_K1,all_tokens_prefix,0.1,1.0,0.6666666666666666,122,0
6,full,FT_K1,eligible_skip,0.2,1.0,0.33333333333333337,250,0
6,full,FT_K1,all_tokens_skip,0.2,1.0,0.33333333333333337,250,0
6,full,FT_K1,all_tokens_prefix,0.2,1.0,0.33333333333333337,250,0
6,full,FT_K3,eligible_skip,0.05,0.5,0.4,65,2
6,full,FT_K3,all_tokens_skip,0.05,0.5,0.4,62,0
6,full,FT_K3,all_tokens_prefix,0.05,0.5,0.6666666666666666,21,0
6,full,FT_K3,eligible_skip,0.1,1.0,0.6666666666666666,122,0
6,full,FT_K3,all_tokens_skip,0.1,1.0,0.6666666666666666,122,0
6,full,FT_K3,all_tokens_prefix,0.1,1.0,0.6666666666666666,122,0
6,full,FT_K3,eligible_skip,0.2,1.0,0.33333333333333337,250,0
6,full,FT_K3,all_tokens_skip,0.2,1.0,0.33333333333333337,250,0
6,full,FT_K3,all_tokens_prefix,0.2,1.0,0.33333333333333337,250,0
7,full,DT_target,eligible_skip,0.05,0.5,0.5,47,0
7,full,DT_target,all_tokens_skip,0.05,0.5,0.5,52,0
7,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,34,0
7,full,DT_target,eligible_skip,0.1,0.5,0.4,93,0
7,full,DT_target,all_tokens_skip,0.1,0.5,0.3333333333333333,102,0
7,full,DT_target,all_tokens_prefix,0.1,0.5,0.5,75,0
7,full,DT_target,eligible_skip,0.2,1.0,0.5714285714285715,200,0
7,full,DT_target,all_tokens_skip,0.2,1.0,0.5714285714285715,200,0
7,full,DT_target,all_tokens_prefix,0.2,1.0,0.6666666666666666,170,0
7,full,FT_K1,eligible_skip,0.05,0.5,0.5,43,0
7,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,43,0
7,full,FT_K1,all_tokens_prefix,0.05,0.0,0.0,0,0
7,full,FT_K1,eligible_skip,0.1,1.0,1.0,97,0
7,full,FT_K1,all_tokens_skip,0.1,1.0,1.0,97,0
7,full,FT_K1,all_tokens_prefix,0.1,1.0,1.0,97,0
7,full,FT_K1,eligible_skip,0.2,1.0,0.5,197,0
7,full,FT_K1,all_tokens_skip,0.2,1.0,0.5,197,0
7,full,FT_K1,all_tokens_prefix,0.2,1.0,0.6666666666666666,170,0
7,full,FT_K3,eligible_skip,0.05,0.5,0.5,43,0
7,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,43,0
7,full,FT_K3,all_tokens_prefix,0.05,0.0,0.0,0,0
7,full,FT_K3,eligible_skip,0.1,1.0,1.0,97,0
7,full,FT_K3,all_tokens_skip,0.1,1.0,1.0,97,0
7,full,FT_K3,all_tokens_prefix,0.1,1.0,1.0,97,0
7,full,FT_K3,eligible_skip,0.2,1.0,0.5,197,0
7,full,FT_K3,all_tokens_skip,0.2,1.0,0.5,197,0
7,full,FT_K3,all_tokens_prefix,0.2,1.0,0.6666666666666666,170,0
8,full,DT_target,eligible_skip,0.05,0.5,0.5714285714285715,37,1
8,full,DT_target,all_tokens_skip,0.05,0.25,0.28571428571428575,32,0
8,full,DT_target,all_tokens_prefix,0.05,0.0,0.0,0,0
8,full,DT_target,eligible_skip,0.1,0.5,0.5,69,0
8,full,DT_target,all_tokens_skip,0.1,0.5,0.5,69,0
8,full,DT_target,all_tokens_prefix,0.1,0.5,0.5714285714285715,59,0
8,full,DT_target,eligible_skip,0.2,0.75,0.5,138,0
8,full,DT_target,all_tokens_skip,0.2,0.75,0.5,138,0
8,full,DT_target,all_tokens_prefix,0.2,0.75,0.5,138,0
8,full,FT_K1,eligible_skip,0.05,0.25,0.28571428571428575,36,0
8,full,FT_K1,all_tokens_skip,0.05,0.25,0.28571428571428575,36,0
8,full,FT_K1,all_tokens_prefix,0.05,0.0,0.0,0,0
8,full,FT_K1,eligible_skip,0.1,0.75,0.75,69,0
8,full,FT_K1,all_tokens_skip,0.1,0.75,0.75,69,0
8,full,FT_K1,all_tokens_prefix,0.1,0.5,0.5714285714285715,64,0
8,full,FT_K1,eligible_skip,0.2,0.75,0.5,139,0
8,full,FT_K1,all_tokens_skip,0.2,0.75,0.5,139,0
8,full,FT_K1,all_tokens_prefix,0.2,0.75,0.6,112,0
8,full,FT_K3,eligible_skip,0.05,0.25,0.28571428571428575,36,0
8,full,FT_K3,all_tokens_skip,0.05,0.25,0.28571428571428575,36,0
8,full,FT_K3,all_tokens_prefix,0.05,0.0,0.0,0,0
8,full,FT_K3,eligible_skip,0.1,0.75,0.75,69,0
8,full,FT_K3,all_tokens_skip,0.1,0.75,0.75,69,0
8,full,FT_K3,all_tokens_prefix,0.1,0.5,0.5714285714285715,64,0
8,full,FT_K3,eligible_skip,0.2,0.75,0.5,139,0
8,full,FT_K3,all_tokens_skip,0.2,0.75,0.5,139,0
8,full,FT_K3,all_tokens_prefix,0.2,0.75,0.6,112,0
9,full,DT_target,eligible_skip,0.05,0.75,0.8571428571428571,36,0
9,full,DT_target,all_tokens_skip,0.05,0.75,0.8571428571428571,36,0
9,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,30,0
9,full,DT_target,eligible_skip,0.1,1.0,0.888888888888889,87,0
9,full,DT_target,all_tokens_skip,0.1,1.0,0.888888888888889,87,0
9,full,DT_target,all_tokens_prefix,0.1,0.75,0.75,81,0
9,full,DT_target,eligible_skip,0.2,1.0,0.6153846153846153,183,0
9,full,DT_target,all_tokens_skip,0.2,1.0,0.6153846153846153,183,0
9,full,DT_target,all_tokens_prefix,0.2,1.0,0.6153846153846153,183,0
9,full,FT_K1,eligible_skip,0.05,0.75,0.8571428571428571,36,0
9,full,FT_K1,all_tokens_skip,0.05,0.75,0.8571428571428571,36,0
9,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,23,0
9,full,FT_K1,eligible_skip,0.1,1.0,0.888888888888889,87,0
9,full,FT_K1,all_tokens_skip,0.1,1.0,0.888888888888889,87,0
9,full,FT_K1,all_tokens_prefix,0.1,1.0,0.888888888888889,87,0
9,full,FT_K1,eligible_skip,0.2,1.0,0.6153846153846153,188,0
9,full,FT_K1,all_tokens_skip,0.2,1.0,0.6153846153846153,195,0
9,full,FT_K1,all_tokens_prefix,0.2,1.0,0.6153846153846153,195,0
9,full,FT_K3,eligible_skip,0.05,0.75,0.8571428571428571,36,0
9,full,FT_K3,all_tokens_skip,0.05,0.5,0.6666666666666666,47,0
9,full,FT_K3,all_tokens_prefix,0.05,0.5,0.6666666666666666,47,0
9,full,FT_K3,eligible_skip,0.1,1.0,0.888888888888889,87,0
9,full,FT_K3,all_tokens_skip,0.1,1.0,0.888888888888889,87,0
9,full,FT_K3,all_tokens_prefix,0.1,1.0,0.888888888888889,87,0
9,full,FT_K3,eligible_skip,0.2,1.0,0.6153846153846153,188,0
9,full,FT_K3,all_tokens_skip,0.2,1.0,0.6153846153846153,195,0
9,full,FT_K3,all_tokens_prefix,0.2,1.0,0.6153846153846153,195,0
10,full,DT_target,eligible_skip,0.05,0.5,0.5714285714285715,60,0
10,full,DT_target,all_tokens_skip,0.05,0.5,0.5714285714285715,60,0
10,full,DT_target,all_tokens_prefix,0.05,0.25,0.4,20,0
10,full,DT_target,eligible_skip,0.1,0.75,0.75,131,2
10,full,DT_target,all_tokens_skip,0.1,0.75,0.8571428571428571,120,0
10,full,DT_target,all_tokens_prefix,0.1,0.75,0.8571428571428571,120,0
10,full,DT_target,eligible_skip,0.2,1.0,0.6153846153846153,256,0
10,full,DT_target,all_tokens_skip,0.2,1.0,0.6153846153846153,256,0
10,full,DT_target,all_tokens_prefix,0.2,1.0,0.6666666666666666,242,0
10,full,FT_K1,eligible_skip,0.05,0.5,0.6666666666666666,57,0
10,full,FT_K1,all_tokens_skip,0.05,0.5,0.6666666666666666,57,0
10,full,FT_K1,all_tokens_prefix,0.05,0.25,0.4,20,0
10,full,FT_K1,eligible_skip,0.1,0.75,0.8571428571428571,128,0
10,full,FT_K1,all_tokens_skip,0.1,0.75,0.8571428571428571,128,0
10,full,FT_K1,all_tokens_prefix,0.1,0.75,0.8571428571428571,128,0
10,full,FT_K1,eligible_skip,0.2,1.0,0.6666666666666666,255,0
10,full,FT_K1,all_tokens_skip,0.2,1.0,0.6666666666666666,255,0
10,full,FT_K1,all_tokens_prefix,0.2,1.0,0.7272727272727273,244,0
10,full,FT_K3,eligible_skip,0.05,0.5,0.6666666666666666,57,0
10,full,FT_K3,all_tokens_skip,0.05,0.5,0.6666666666666666,57,0
10,full,FT_K3,all_tokens_prefix,0.05,0.25,0.4,20,0
10,full,FT_K3,eligible_skip,0.1,0.75,0.8571428571428571,128,0
10,full,FT_K3,all_tokens_skip,0.1,0.75,0.8571428571428571,128,0
10,full,FT_K3,all_tokens_prefix,0.1,0.75,0.8571428571428571,128,0
10,full,FT_K3,eligible_skip,0.2,1.0,0.6666666666666666,255,0
10,full,FT_K3,all_tokens_skip,0.2,1.0,0.6666666666666666,255,0
10,full,FT_K3,all_tokens_prefix,0.2,1.0,0.7272727272727273,244,0
11,full,DT_target,eligible_skip,0.05,0.5,0.5,45,1
11,full,DT_target,all_tokens_skip,0.05,0.5,0.5,39,0
11,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,26,0
11,full,DT_target,eligible_skip,0.1,0.5,0.4,85,0
11,full,DT_target,all_tokens_skip,0.1,0.5,0.4,85,0
11,full,DT_target,all_tokens_prefix,0.1,0.5,0.6666666666666666,26,0
11,full,DT_target,eligible_skip,0.2,1.0,0.6666666666666666,166,0
11,full,DT_target,all_tokens_skip,0.2,1.0,0.6666666666666666,166,0
11,full,DT_target,all_tokens_prefix,0.2,1.0,0.6666666666666666,166,0
11,full,FT_K1,eligible_skip,0.05,0.5,0.5,43,0
11,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,43,0
11,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,26,0
11,full,FT_K1,eligible_skip,0.1,0.5,0.4,79,0
11,full,FT_K1,all_tokens_skip,0.1,0.5,0.4,79,0
11,full,FT_K1,all_tokens_prefix,0.1,0.5,0.6666666666666666,26,0
11,full,FT_K1,eligible_skip,0.2,1.0,0.6666666666666666,160,0
11,full,FT_K1,all_tokens_skip,0.2,1.0,0.5714285714285715,173,0
11,full,FT_K1,all_tokens_prefix,0.2,1.0,0.6666666666666666,160,0
11,full,FT_K3,eligible_skip,0.05,0.5,0.5,43,0
11,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,43,0
11,full,FT_K3,all_tokens_prefix,0.05,0.0,0.0,0,0
11,full,FT_K3,eligible_skip,0.1,0.5,0.6666666666666666,81,0
11,full,FT_K3,all_tokens_skip,0.1,0.5,0.6666666666666666,81,0
11,full,FT_K3,all_tokens_prefix,0.1,0.5,0.6666666666666666,81,0
11,full,FT_K3,eligible_skip,0.2,1.0,0.6666666666666666,160,0
11,full,FT_K3,all_tokens_skip,0.2,1.0,0.5714285714285715,173,0
11,full,FT_K3,all_tokens_prefix,0.2,1.0,0.6666666666666666,160,0
12,full,DT_target,eligible_skip,0.05,1.0,0.6666666666666666,97,1
12,full,DT_target,all_tokens_skip,0.05,1.0,0.5714285714285715,94,0
12,full,DT_target,all_tokens_prefix,0.05,1.0,1.0,67,0
12,full,DT_target,eligible_skip,0.1,1.0,0.4444444444444445,183,0
12,full,DT_target,all_tokens_skip,0.1,1.0,0.5,191,0
12,full,DT_target,all_tokens_prefix,0.1,1.0,0.5,191,0
12,full,DT_target,eligible_skip,0.2,1.0,0.2666666666666667,379,0
12,full,DT_target,all_tokens_skip,0.2,1.0,0.2666666666666667,379,0
12,full,DT_target,all_tokens_prefix,0.2,1.0,0.3076923076923077,341,0
12,full,FT_K1,eligible_skip,0.05,1.0,0.5714285714285715,96,0
12,full,FT_K1,all_tokens_skip,0.05,1.0,0.5714285714285715,96,0
12,full,FT_K1,all_tokens_prefix,0.05,1.0,0.8,80,0
12,full,FT_K1,eligible_skip,0.1,1.0,0.4,182,0
12,full,FT_K1,all_tokens_skip,0.1,1.0,0.4,190,0
12,full,FT_K1,all_tokens_prefix,0.1,1.0,0.5,166,0
12,full,FT_K1,eligible_skip,0.2,1.0,0.2857142857142857,367,0
12,full,FT_K1,all_tokens_skip,0.2,1.0,0.2857142857142857,375,0
12,full,FT_K1,all_tokens_prefix,0.2,1.0,0.3076923076923077,356,0
12,full,FT_K3,eligible_skip,0.05,1.0,0.5714285714285715,96,0
12,full,FT_K3,all_tokens_skip,0.05,1.0,0.5714285714285715,96,0
12,full,FT_K3,all_tokens_prefix,0.05,1.0,0.8,80,0
12,full,FT_K3,eligible_skip,0.1,1.0,0.4,182,0
12,full,FT_K3,all_tokens_skip,0.1,1.0,0.4,190,0
12,full,FT_K3,all_tokens_prefix,0.1,1.0,0.5,166,0
12,full,FT_K3,eligible_skip,0.2,1.0,0.2857142857142857,367,0
12,full,FT_K3,all_tokens_skip,0.2,1.0,0.2857142857142857,375,0
12,full,FT_K3,all_tokens_prefix,0.2,1.0,0.3076923076923077,356,0
13,full,DT_target,eligible_skip,0.05,0.5,0.3333333333333333,84,0
13,full,DT_target,all_tokens_skip,0.05,0.5,0.3333333333333333,84,0
13,full,DT_target,all_tokens_prefix,0.05,0.5,0.5,45,0
13,full,DT_target,eligible_skip,0.1,0.5,0.22222222222222224,169,0
13,full,DT_target,all_tokens_skip,0.1,0.5,0.25,174,0
13,full,DT_target,all_tokens_prefix,0.1,0.5,0.28571428571428575,140,0
13,full,DT_target,eligible_skip,0.2,1.0,0.2857142857142857,344,0
13,full,DT_target,all_tokens_skip,0.2,1.0,0.2857142857142857,344,0
13,full,DT_target,all_tokens_prefix,0.2,1.0,0.33333333333333337,321,0
13,full,FT_K1,eligible_skip,0.05,0.5,0.28571428571428575,85,0
13,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,87,0
