index,target_mode,method,view,fraction,recall,budget
6,full,FT_K3,regex_anchor_restored,0.2,1.0,243
7,full,DT_target,raw_restored,0.05,0.12941176470588237,51
7,full,DT_target,raw_restored,0.1,0.24705882352941178,101
7,full,DT_target,raw_restored,0.2,0.4117647058823529,201
7,full,DT_target,regex_anchor_restored,0.05,0.2235294117647059,51
7,full,DT_target,regex_anchor_restored,0.1,0.3764705882352941,101
7,full,DT_target,regex_anchor_restored,0.2,1.0,201
7,full,FT_K1,raw_restored,0.05,0.24705882352941178,51
7,full,FT_K1,raw_restored,0.1,0.38823529411764707,101
7,full,FT_K1,raw_restored,0.2,0.5529411764705883,201
7,full,FT_K1,regex_anchor_restored,0.05,0.5411764705882353,51
7,full,FT_K1,regex_anchor_restored,0.1,1.0,101
7,full,FT_K1,regex_anchor_restored,0.2,1.0,201
7,full,FT_K3,raw_restored,0.05,0.24705882352941178,51
7,full,FT_K3,raw_restored,0.1,0.3764705882352941,101
7,full,FT_K3,raw_restored,0.2,0.5411764705882353,201
7,full,FT_K3,regex_anchor_restored,0.05,0.5411764705882353,51
7,full,FT_K3,regex_anchor_restored,0.1,1.0,101
7,full,FT_K3,regex_anchor_restored,0.2,1.0,201
8,full,DT_target,raw_restored,0.05,0.36923076923076925,37
8,full,DT_target,raw_restored,0.1,0.49230769230769234,74
8,full,DT_target,raw_restored,0.2,0.6461538461538462,147
8,full,DT_target,regex_anchor_restored,0.05,0.5692307692307692,37
8,full,DT_target,regex_anchor_restored,0.1,0.8153846153846154,74
8,full,DT_target,regex_anchor_restored,0.2,0.9230769230769231,147
8,full,FT_K1,raw_restored,0.05,0.4,37
8,full,FT_K1,raw_restored,0.1,0.5538461538461539,74
8,full,FT_K1,raw_restored,0.2,0.7538461538461538,147
8,full,FT_K1,regex_anchor_restored,0.05,0.5384615384615384,37
8,full,FT_K1,regex_anchor_restored,0.1,0.7384615384615385,74
8,full,FT_K1,regex_anchor_restored,0.2,0.9230769230769231,147
8,full,FT_K3,raw_restored,0.05,0.4153846153846154,37
8,full,FT_K3,raw_restored,0.1,0.5692307692307692,74
8,full,FT_K3,raw_restored,0.2,0.7538461538461538,147
8,full,FT_K3,regex_anchor_restored,0.05,0.5384615384615384,37
8,full,FT_K3,regex_anchor_restored,0.1,0.7384615384615385,74
8,full,FT_K3,regex_anchor_restored,0.2,0.9230769230769231,147
9,full,DT_target,raw_restored,0.05,0.4032258064516129,48
9,full,DT_target,raw_restored,0.1,0.5483870967741935,95
9,full,DT_target,raw_restored,0.2,0.6451612903225806,190
9,full,DT_target,regex_anchor_restored,0.05,0.6451612903225806,48
9,full,DT_target,regex_anchor_restored,0.1,0.9193548387096774,95
9,full,DT_target,regex_anchor_restored,0.2,0.9193548387096774,190
9,full,FT_K1,raw_restored,0.05,0.4838709677419355,48
9,full,FT_K1,raw_restored,0.1,0.7580645161290323,95
9,full,FT_K1,raw_restored,0.2,0.9838709677419355,190
9,full,FT_K1,regex_anchor_restored,0.05,0.7096774193548387,48
9,full,FT_K1,regex_anchor_restored,0.1,1.0,95
9,full,FT_K1,regex_anchor_restored,0.2,1.0,190
9,full,FT_K3,raw_restored,0.05,0.4838709677419355,48
9,full,FT_K3,raw_restored,0.1,0.7580645161290323,95
9,full,FT_K3,raw_restored,0.2,0.9838709677419355,190
9,full,FT_K3,regex_anchor_restored,0.05,0.6451612903225806,48
9,full,FT_K3,regex_anchor_restored,0.1,1.0,95
9,full,FT_K3,regex_anchor_restored,0.2,1.0,190
10,full,DT_target,raw_restored,0.05,0.25,64
10,full,DT_target,raw_restored,0.1,0.3472222222222222,127
10,full,DT_target,raw_restored,0.2,0.4930555555555556,253
10,full,DT_target,regex_anchor_restored,0.05,0.3819444444444444,64
10,full,DT_target,regex_anchor_restored,0.1,0.7569444444444444,127
10,full,DT_target,regex_anchor_restored,0.2,0.9652777777777778,253
10,full,FT_K1,raw_restored,0.05,0.3125,64
10,full,FT_K1,raw_restored,0.1,0.4097222222222222,127
10,full,FT_K1,raw_restored,0.2,0.5902777777777778,253
10,full,FT_K1,regex_anchor_restored,0.05,0.4027777777777778,64
10,full,FT_K1,regex_anchor_restored,0.1,0.7569444444444444,127
10,full,FT_K1,regex_anchor_restored,0.2,1.0,253
10,full,FT_K3,raw_restored,0.05,0.3125,64
10,full,FT_K3,raw_restored,0.1,0.3888888888888889,127
10,full,FT_K3,raw_restored,0.2,0.5833333333333334,253
10,full,FT_K3,regex_anchor_restored,0.05,0.4027777777777778,64
10,full,FT_K3,regex_anchor_restored,0.1,0.7569444444444444,127
10,full,FT_K3,regex_anchor_restored,0.2,1.0,253
11,full,DT_target,raw_restored,0.05,0.2549019607843137,45
11,full,DT_target,raw_restored,0.1,0.47058823529411764,89
11,full,DT_target,raw_restored,0.2,0.6764705882352942,178
11,full,DT_target,regex_anchor_restored,0.05,0.3333333333333333,45
11,full,DT_target,regex_anchor_restored,0.1,0.7647058823529411,89
11,full,DT_target,regex_anchor_restored,0.2,1.0,178
11,full,FT_K1,raw_restored,0.05,0.28431372549019607,45
11,full,FT_K1,raw_restored,0.1,0.45098039215686275,89
11,full,FT_K1,raw_restored,0.2,0.6372549019607843,178
11,full,FT_K1,regex_anchor_restored,0.05,0.23529411764705882,45
11,full,FT_K1,regex_anchor_restored,0.1,0.6666666666666666,89
11,full,FT_K1,regex_anchor_restored,0.2,1.0,178
11,full,FT_K3,raw_restored,0.05,0.2647058823529412,45
11,full,FT_K3,raw_restored,0.1,0.46078431372549017,89
11,full,FT_K3,raw_restored,0.2,0.6568627450980392,178
11,full,FT_K3,regex_anchor_restored,0.05,0.23529411764705882,45
11,full,FT_K3,regex_anchor_restored,0.1,0.6666666666666666,89
11,full,FT_K3,regex_anchor_restored,0.2,1.0,178
12,full,DT_target,raw_restored,0.05,0.4745762711864407,92
12,full,DT_target,raw_restored,0.1,0.6610169491525424,184
12,full,DT_target,raw_restored,0.2,0.8305084745762712,368
12,full,DT_target,regex_anchor_restored,0.05,1.0,92
12,full,DT_target,regex_anchor_restored,0.1,1.0,184
12,full,DT_target,regex_anchor_restored,0.2,1.0,368
12,full,FT_K1,raw_restored,0.05,0.5254237288135594,92
12,full,FT_K1,raw_restored,0.1,0.7288135593220338,184
12,full,FT_K1,raw_restored,0.2,0.8813559322033898,368
12,full,FT_K1,regex_anchor_restored,0.05,1.0,92
12,full,FT_K1,regex_anchor_restored,0.1,1.0,184
12,full,FT_K1,regex_anchor_restored,0.2,1.0,368
12,full,FT_K3,raw_restored,0.05,0.5084745762711864,92
12,full,FT_K3,raw_restored,0.1,0.7288135593220338,184
12,full,FT_K3,raw_restored,0.2,0.8813559322033898,368
12,full,FT_K3,regex_anchor_restored,0.05,1.0,92
12,full,FT_K3,regex_anchor_restored,0.1,1.0,184
12,full,FT_K3,regex_anchor_restored,0.2,1.0,368
13,full,DT_target,raw_restored,0.05,0.13953488372093023,83
13,full,DT_target,raw_restored,0.1,0.2441860465116279,166
13,full,DT_target,raw_restored,0.2,0.38372093023255816,332
13,full,DT_target,regex_anchor_restored,0.05,0.3372093023255814,83
13,full,DT_target,regex_anchor_restored,0.1,0.4883720930232558,166
13,full,DT_target,regex_anchor_restored,0.2,1.0,332
13,full,FT_K1,raw_restored,0.05,0.20930232558139536,83
13,full,FT_K1,raw_restored,0.1,0.27906976744186046,166
13,full,FT_K1,raw_restored,0.2,0.43023255813953487,332
13,full,FT_K1,regex_anchor_restored,0.05,0.3372093023255814,83
13,full,FT_K1,regex_anchor_restored,0.1,0.3372093023255814,166
13,full,FT_K1,regex_anchor_restored,0.2,0.3372093023255814,332
13,full,FT_K3,raw_restored,0.05,0.19767441860465115,83
13,full,FT_K3,raw_restored,0.1,0.27906976744186046,166
13,full,FT_K3,raw_restored,0.2,0.43023255813953487,332
13,full,FT_K3,regex_anchor_restored,0.05,0.3372093023255814,83
13,full,FT_K3,regex_anchor_restored,0.1,0.3372093023255814,166
13,full,FT_K3,regex_anchor_restored,0.2,0.3372093023255814,332
14,full,DT_target,raw_restored,0.05,0.23529411764705882,63
14,full,DT_target,raw_restored,0.1,0.3382352941176471,125
14,full,DT_target,raw_restored,0.2,0.5,250
14,full,DT_target,regex_anchor_restored,0.05,0.7058823529411765,63
14,full,DT_target,regex_anchor_restored,0.1,0.7058823529411765,125
14,full,DT_target,regex_anchor_restored,0.2,0.7058823529411765,250
14,full,FT_K1,raw_restored,0.05,0.36764705882352944,63
14,full,FT_K1,raw_restored,0.1,0.5,125
14,full,FT_K1,raw_restored,0.2,0.6764705882352942,250
14,full,FT_K1,regex_anchor_restored,0.05,0.45588235294117646,63
14,full,FT_K1,regex_anchor_restored,0.1,0.7058823529411765,125
14,full,FT_K1,regex_anchor_restored,0.2,1.0,250
14,full,FT_K3,raw_restored,0.05,0.36764705882352944,63
14,full,FT_K3,raw_restored,0.1,0.5,125
14,full,FT_K3,raw_restored,0.2,0.6323529411764706,250
14,full,FT_K3,regex_anchor_restored,0.05,0.45588235294117646,63
14,full,FT_K3,regex_anchor_restored,0.1,0.7058823529411765,125
14,full,FT_K3,regex_anchor_restored,0.2,1.0,250
15,full,DT_target,raw_restored,0.05,0.27884615384615385,58
15,full,DT_target,raw_restored,0.1,0.4230769230769231,115
15,full,DT_target,raw_restored,0.2,0.5673076923076923,229
15,full,DT_target,regex_anchor_restored,0.05,0.49038461538461536,58
15,full,DT_target,regex_anchor_restored,0.1,0.5576923076923077,115
15,full,DT_target,regex_anchor_restored,0.2,1.0,229
15,full,FT_K1,raw_restored,0.05,0.25,58
15,full,FT_K1,raw_restored,0.1,0.41346153846153844,115
15,full,FT_K1,raw_restored,0.2,0.5480769230769231,229
15,full,FT_K1,regex_anchor_restored,0.05,0.4326923076923077,58
15,full,FT_K1,regex_anchor_restored,0.1,0.4326923076923077,115
15,full,FT_K1,regex_anchor_restored,0.2,0.7692307692307693,229
15,full,FT_K3,raw_restored,0.05,0.25,58
15,full,FT_K3,raw_restored,0.1,0.4230769230769231,115
15,full,FT_K3,raw_restored,0.2,0.5480769230769231,229
15,full,FT_K3,regex_anchor_restored,0.05,0.4326923076923077,58
15,full,FT_K3,regex_anchor_restored,0.1,0.4519230769230769,115
15,full,FT_K3,regex_anchor_restored,0.2,0.7692307692307693,229
16,full,DT_target,raw_restored,0.05,0.24242424242424243,49
16,full,DT_target,raw_restored,0.1,0.48484848484848486,98
16,full,DT_target,raw_restored,0.2,0.7575757575757576,195
16,full,DT_target,regex_anchor_restored,0.05,0.5454545454545454,49
16,full,DT_target,regex_anchor_restored,0.1,0.5454545454545454,98
16,full,DT_target,regex_anchor_restored,0.2,1.0,195
16,full,FT_K1,raw_restored,0.05,0.15151515151515152,49
16,full,FT_K1,raw_restored,0.1,0.3939393939393939,98
16,full,FT_K1,raw_restored,0.2,0.5151515151515151,195
16,full,FT_K1,regex_anchor_restored,0.05,0.5454545454545454,49
16,full,FT_K1,regex_anchor_restored,0.1,0.5454545454545454,98
16,full,FT_K1,regex_anchor_restored,0.2,0.5454545454545454,195
16,full,FT_K3,raw_restored,0.05,0.15151515151515152,49
16,full,FT_K3,raw_restored,0.1,0.42424242424242425,98
16,full,FT_K3,raw_restored,0.2,0.5151515151515151,195
16,full,FT_K3,regex_anchor_restored,0.05,0.5454545454545454,49
16,full,FT_K3,regex_anchor_restored,0.1,0.5454545454545454,98
16,full,FT_K3,regex_anchor_restored,0.2,0.5454545454545454,195
17,full,DT_target,raw_restored,0.05,0.15853658536585366,48
17,full,DT_target,raw_restored,0.1,0.34146341463414637,95
17,full,DT_target,raw_restored,0.2,0.5365853658536586,190
17,full,DT_target,regex_anchor_restored,0.05,0.21951219512195122,48
17,full,DT_target,regex_anchor_restored,0.1,0.4024390243902439,95
17,full,DT_target,regex_anchor_restored,0.2,0.9390243902439024,190
17,full,FT_K1,raw_restored,0.05,0.13414634146341464,48
17,full,FT_K1,raw_restored,0.1,0.2804878048780488,95
17,full,FT_K1,raw_restored,0.2,0.5121951219512195,190
17,full,FT_K1,regex_anchor_restored,0.05,0.36585365853658536,48
17,full,FT_K1,regex_anchor_restored,0.1,0.4024390243902439,95
17,full,FT_K1,regex_anchor_restored,0.2,0.6829268292682927,190
17,full,FT_K3,raw_restored,0.05,0.13414634146341464,48
17,full,FT_K3,raw_restored,0.1,0.2804878048780488,95
17,full,FT_K3,raw_restored,0.2,0.5121951219512195,190
17,full,FT_K3,regex_anchor_restored,0.05,0.36585365853658536,48
17,full,FT_K3,regex_anchor_restored,0.1,0.4024390243902439,95
17,full,FT_K3,regex_anchor_restored,0.2,0.6829268292682927,190
18,full,DT_target,raw_restored,0.05,0.16494845360824742,65
18,full,DT_target,raw_restored,0.1,0.31958762886597936,130
18,full,DT_target,raw_restored,0.2,0.5051546391752577,259
18,full,DT_target,regex_anchor_restored,0.05,0.3711340206185567,65
18,full,DT_target,regex_anchor_restored,0.1,0.8865979381443299,130
18,full,DT_target,regex_anchor_restored,0.2,1.0,259
18,full,FT_K1,raw_restored,0.05,0.21649484536082475,65
18,full,FT_K1,raw_restored,0.1,0.32989690721649484,130
18,full,FT_K1,raw_restored,0.2,0.41237113402061853,259
18,full,FT_K1,regex_anchor_restored,0.05,0.3711340206185567,65
18,full,FT_K1,regex_anchor_restored,0.1,0.3711340206185567,130
18,full,FT_K1,regex_anchor_restored,0.2,0.5051546391752577,259
18,full,FT_K3,raw_restored,0.05,0.21649484536082475,65
18,full,FT_K3,raw_restored,0.1,0.30927835051546393,130
18,full,FT_K3,raw_restored,0.2,0.4020618556701031,259
18,full,FT_K3,regex_anchor_restored,0.05,0.3711340206185567,65
18,full,FT_K3,regex_anchor_restored,0.1,0.3711340206185567,130
18,full,FT_K3,regex_anchor_restored,0.2,0.4742268041237113,259
19,full,DT_target,raw_restored,0.05,0.3333333333333333,45
19,full,DT_target,raw_restored,0.1,0.5066666666666667,90
19,full,DT_target,raw_restored,0.2,0.6666666666666666,179
19,full,DT_target,regex_anchor_restored,0.05,0.5333333333333333,45
19,full,DT_target,regex_anchor_restored,0.1,0.92,90
19,full,DT_target,regex_anchor_restored,0.2,1.0,179
19,full,FT_K1,raw_restored,0.05,0.4266666666666667,45
19,full,FT_K1,raw_restored,0.1,0.5866666666666667,90
19,full,FT_K1,raw_restored,0.2,0.7333333333333333,179
19,full,FT_K1,regex_anchor_restored,0.05,0.52,45
19,full,FT_K1,regex_anchor_restored,0.1,1.0,90
19,full,FT_K1,regex_anchor_restored,0.2,1.0,179
19,full,FT_K3,raw_restored,0.05,0.41333333333333333,45
19,full,FT_K3,raw_restored,0.1,0.6,90
19,full,FT_K3,raw_restored,0.2,0.7466666666666667,179
19,full,FT_K3,regex_anchor_restored,0.05,0.52,45
19,full,FT_K3,regex_anchor_restored,0.1,1.0,90
19,full,FT_K3,regex_anchor_restored,0.2,1.0,179
20,full,DT_target,raw_restored,0.05,0.08888888888888889,57
20,full,DT_target,raw_restored,0.1,0.2,114
20,full,DT_target,raw_restored,0.2,0.28888888888888886,227
20,full,DT_target,regex_anchor_restored,0.05,0.15555555555555556,57
20,full,DT_target,regex_anchor_restored,0.1,0.15555555555555556,114
20,full,DT_target,regex_anchor_restored,0.2,0.15555555555555556,227
20,full,FT_K1,raw_restored,0.05,0.15555555555555556,57
20,full,FT_K1,raw_restored,0.1,0.2,114
20,full,FT_K1,raw_restored,0.2,0.37777777777777777,227
20,full,FT_K1,regex_anchor_restored,0.05,0.15555555555555556,57
20,full,FT_K1,regex_anchor_restored,0.1,0.15555555555555556,114
20,full,FT_K1,regex_anchor_restored,0.2,0.15555555555555556,227
20,full,FT_K3,raw_restored,0.05,0.15555555555555556,57
20,full,FT_K3,raw_restored,0.1,0.2,114
20,full,FT_K3,raw_restored,0.2,0.37777777777777777,227
20,full,FT_K3,regex_anchor_restored,0.05,0.15555555555555556,57
20,full,FT_K3,regex_anchor_restored,0.1,0.15555555555555556,114
20,full,FT_K3,regex_anchor_restored,0.2,0.15555555555555556,227
21,full,DT_target,raw_restored,0.05,0.35,70
21,full,DT_target,raw_restored,0.1,0.55,139
21,full,DT_target,raw_restored,0.2,0.675,277
21,full,DT_target,regex_anchor_restored,0.05,0.35,70
21,full,DT_target,regex_anchor_restored,0.1,1.0,139
21,full,DT_target,regex_anchor_restored,0.2,1.0,277
21,full,FT_K1,raw_restored,0.05,0.425,70
21,full,FT_K1,raw_restored,0.1,0.625,139
21,full,FT_K1,raw_restored,0.2,0.8,277
21,full,FT_K1,regex_anchor_restored,0.05,0.775,70
21,full,FT_K1,regex_anchor_restored,0.1,1.0,139
21,full,FT_K1,regex_anchor_restored,0.2,1.0,277
21,full,FT_K3,raw_restored,0.05,0.425,70
21,full,FT_K3,raw_restored,0.1,0.6,139
21,full,FT_K3,raw_restored,0.2,0.8,277
21,full,FT_K3,regex_anchor_restored,0.05,0.775,70
21,full,FT_K3,regex_anchor_restored,0.1,1.0,139
21,full,FT_K3,regex_anchor_restored,0.2,1.0,277
22,full,DT_target,raw_restored,0.05,0.6909090909090909,146
22,full,DT_target,raw_restored,0.1,0.7636363636363637,292
22,full,DT_target,raw_restored,0.2,0.8363636363636363,583
22,full,DT_target,regex_anchor_restored,0.05,1.0,146
22,full,DT_target,regex_anchor_restored,0.1,1.0,292
22,full,DT_target,regex_anchor_restored,0.2,1.0,583
22,full,FT_K1,raw_restored,0.05,0.6363636363636364,146
22,full,FT_K1,raw_restored,0.1,0.6909090909090909,292
22,full,FT_K1,raw_restored,0.2,0.9636363636363636,583
22,full,FT_K1,regex_anchor_restored,0.05,1.0,146
22,full,FT_K1,regex_anchor_restored,0.1,1.0,292
22,full,FT_K1,regex_anchor_restored,0.2,1.0,583
22,full,FT_K3,raw_restored,0.05,0.6363636363636364,146
22,full,FT_K3,raw_restored,0.1,0.6909090909090909,292
22,full,FT_K3,raw_restored,0.2,0.9636363636363636,583
22,full,FT_K3,regex_anchor_restored,0.05,1.0,146
22,full,FT_K3,regex_anchor_restored,0.1,1.0,292
22,full,FT_K3,regex_anchor_restored,0.2,1.0,583
23,full,DT_target,raw_restored,0.05,0.17204301075268819,66
23,full,DT_target,raw_restored,0.1,0.3010752688172043,131
23,full,DT_target,raw_restored,0.2,0.3870967741935484,261
23,full,DT_target,regex_anchor_restored,0.05,0.27956989247311825,66
23,full,DT_target,regex_anchor_restored,0.1,0.8494623655913979,131
23,full,DT_target,regex_anchor_restored,0.2,1.0,261
23,full,FT_K1,raw_restored,0.05,0.23655913978494625,66
23,full,FT_K1,raw_restored,0.1,0.40860215053763443,131
23,full,FT_K1,raw_restored,0.2,0.6774193548387096,261
23,full,FT_K1,regex_anchor_restored,0.05,0.3870967741935484,66
23,full,FT_K1,regex_anchor_restored,0.1,0.46236559139784944,131
23,full,FT_K1,regex_anchor_restored,0.2,1.0,261
23,full,FT_K3,raw_restored,0.05,0.26881720430107525,66
23,full,FT_K3,raw_restored,0.1,0.3978494623655914,131
23,full,FT_K3,raw_restored,0.2,0.7096774193548387,261
23,full,FT_K3,regex_anchor_restored,0.05,0.46236559139784944,66
23,full,FT_K3,regex_anchor_restored,0.1,1.0,131
23,full,FT_K3,regex_anchor_restored,0.2,1.0,261
24,full,DT_target,raw_restored,0.05,0.2608695652173913,59
24,full,DT_target,raw_restored,0.1,0.36231884057971014,117
24,full,DT_target,raw_restored,0.2,0.5072463768115942,233
24,full,DT_target,regex_anchor_restored,0.05,0.2608695652173913,59
24,full,DT_target,regex_anchor_restored,0.1,0.7246376811594203,117
24,full,DT_target,regex_anchor_restored,0.2,0.7246376811594203,233
24,full,FT_K1,raw_restored,0.05,0.36231884057971014,59
24,full,FT_K1,raw_restored,0.1,0.6521739130434783,117
24,full,FT_K1,raw_restored,0.2,0.7971014492753623,233
24,full,FT_K1,regex_anchor_restored,0.05,0.34782608695652173,59
24,full,FT_K1,regex_anchor_restored,0.1,0.7681159420289855,117
24,full,FT_K1,regex_anchor_restored,0.2,1.0,233
